"analysis_version","stage","analysis_taxon_id","species","analysis_role","outcome","comparison","primary_comparison","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","q_value","n","full_fixed_effect_covariance_used","status","multiplicity_family"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c2d1fbbaf6d3","Red-breasted Merganser","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0206398709172058,0.0386076247566472,-0.0963094249688713,0.0550296831344598,0.979571673303549,0.908182958104232,1.05657197657808,0.592922278684863,0.83706674637863,217092,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c2d1fbbaf6d3","Red-breasted Merganser","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.129960228250887,0.0282248236948883,0.074640590338913,0.185279866162861,1.13878309102856,1.07749681851694,1.2035552273811,4.13526468867993e-06,1.90222175679277e-05,13364,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c34f23342a55","Pacific Loon","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0816585174202203,0.052363676625323,-0.184289437703955,0.0209724028635147,0.921586610742522,0.831695045081784,1.02119386922207,0.118889991705483,0.219489215456277,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c34f23342a55","Pacific Loon","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.155059550248253,0.0560944436590399,0.0451164609437241,0.265002639552783,1.16772749749702,1.04614968839444,1.30343441625777,0.00570522982317158,0.0138126616771523,6049,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c9db024faf12","American Crow","core_species","checklist_reporting","active_minus_pre14",TRUE,0.0343751077928536,0.0247375666854426,-0.0141096319757718,0.0828598475614791,1.03497276027163,0.985989442366601,1.08638953773503,0.164653014886739,0.28226231123441,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c9db024faf12","American Crow","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0108656549037497,0.0121418118709769,-0.012931859070426,0.0346631688779254,1.01092490051836,0.987151398142475,1.03527093859269,0.370842860123552,0.487393473305239,112180,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_d002764a39e8","Lesser Scaup","core_species","checklist_reporting","active_minus_pre14",TRUE,0.257838357682109,0.0652695453074656,0.129912399592172,0.385764315772047,1.29412961560595,1.13872862586326,1.47073800021385,7.80329494331044e-05,0.000468197696598626,216290,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_d002764a39e8","Lesser Scaup","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0350949747644242,0.0603442941448409,-0.0831776684319552,0.153367617960804,1.0357180712084,0.920187644400025,1.16575345208756,0.560850285611638,0.66151572149065,9378,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_d7dd9536145c","Barrow's Goldeneye","core_species","checklist_reporting","active_minus_pre14",TRUE,0.0396386488781012,0.0420358595124453,-0.0427501218254771,0.122027419581679,1.04043474399501,0.95815078112459,1.12978507958989,0.345695098907149,0.518542648360724,216814,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_d7dd9536145c","Barrow's Goldeneye","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0445212906845442,0.0399776076478961,-0.0338333804934053,0.122875961862494,1.04552723646407,0.966732567722451,1.13074415684941,0.265426920418405,0.421022011698159,10960,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_e0e678a61ad7","Short-billed Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,0.240304570698171,0.0333331361583564,0.174972824336022,0.305636317060319,1.27163639453129,1.19121384414533,1.35748852134668,5.62899100957245e-13,2.70191568459478e-11,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_e0e678a61ad7","Short-billed Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.275251859389461,0.0286322651525176,0.219133650894726,0.331370067884197,1.31686229723895,1.24499766061988,1.39287515530434,7.02292265353258e-22,1.61527221031249e-20,22003,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_ebf17f77fb66","Western Grebe","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.268820973168444,0.119816550989552,-0.503657097859772,-0.0339848484771157,0.764280070040471,0.604316568776395,0.966586149778726,0.0248578486213433,0.0745735458640298,217186,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_ebf17f77fb66","Western Grebe","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0826673429796379,0.180388729958412,-0.27088807095577,0.436222756915046,1.08618042289978,0.762701860117872,1.54685332864982,0.646756086362487,0.708351904111296,1346,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_fadb8da1a816","Bonaparte's Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,0.394194024344814,0.0980196205977533,0.202079098194937,0.586308950494691,1.48318829539617,1.2239448161083,1.79734207837483,5.78083698994045e-05,0.000396400250738774,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_fadb8da1a816","Bonaparte's Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.212654685451766,0.156563429890503,-0.0942039984296812,0.519513369333213,1.23695743808747,0.910097084926288,1.68120932258984,0.174379493688128,0.30851756575592,4025,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_fc0a9b777dcd","Bald Eagle","core_species","checklist_reporting","active_minus_pre14",TRUE,0.0624689092285384,0.0238759678499797,0.015672872146542,0.109264946310535,1.0644613634784,1.01579633577378,1.11545784763555,0.00888642759366395,0.030467751749705,217199,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_fc0a9b777dcd","Bald Eagle","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0755312455124571,0.00826892578588056,0.0593244487812966,0.0917380422436176,1.07845692413088,1.06111946381261,1.09607765842586,6.58020933826764e-20,1.00896543186771e-18,83359,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000002","Black Oystercatcher","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0468217566878283,0.0424642385754599,-0.130050134926646,0.0364066215509896,0.954257472445121,0.878051408774077,1.03707745881158,0.270193879105523,0.418364716034358,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000002","Black Oystercatcher","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,-0.00458082177342897,0.0217840895331059,-0.0472768526943125,0.0381152091474546,0.995429654188355,0.953823292484531,1.03885091111215,0.833446871694536,0.871330820407924,13626,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000003","Dunlin","core_species","checklist_reporting","active_minus_pre14",TRUE,0.00754337751411038,0.0567770529810398,-0.10373760147705,0.118824356505271,1.00757190046095,0.901461808636833,1.12617209611314,0.894304404655747,0.913332157946295,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000003","Dunlin","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,-0.00547820848519507,0.0737490892690382,-0.150023767345139,0.139067350374749,0.99453676953552,0.860687519924617,1.14920149654869,0.940786229874216,0.961692590538087,5908,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000006","Black-bellied Plover","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.026697782617565,0.065770947963627,-0.155606471855332,0.102210906620202,0.973655452666535,0.85589594324838,1.10761705086405,0.68480094188872,0.90805059398875,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000006","Black-bellied Plover","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,-0.0304707343727337,0.0569736226800147,-0.142136982894337,0.0811955141488694,0.969988818983057,0.867502415354799,1.08458292714648,0.592773099898203,0.681689064882933,3973,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000007","Common Raven","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0687182107527538,0.0242724743351201,-0.116291386265262,-0.0211450352402457,0.933589718559783,0.890215788847501,0.979076953610226,0.00463857734980239,0.0185543093992096,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000007","Common Raven","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,-8.20330701242327e-05,0.00918960191631975,-0.0180933218583712,0.0179292557181228,0.999917970294496,0.982069379542213,1.01809094972896,0.992877596717624,0.992877596717624,60940,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000011","Glaucous Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,,,,,,,,,,217200,TRUE,"failed_numerical_fit_no_fallback","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000011","Glaucous Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,,,,,,,,,,185,TRUE,"failed_insufficient_support","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
