"analysis_taxon_id","species","term","zone","period","link_count","checklist_rows","reported_checklists","reporting_proportion","positive_finite_numeric_reports","positive_finite_numeric_median","unquantified_x_reports","suppressed_below_20","observed_unadjusted"
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",3,1600,107,0.066875,98,76.5,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",4,959,45,0.0469238790406674,43,87,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",5,1128,55,0.048758865248227,54,112.5,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",6,844,59,0.0699052132701422,56,100,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",7,816,54,0.0661764705882353,51,100,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",8,519,48,0.092485549132948,47,160,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",9,396,36,0.0909090909090909,33,188,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",10,430,46,0.106976744186047,44,135,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",11,377,36,0.0954907161803713,35,100,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",12,318,44,0.138364779874214,43,94,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",13,162,32,0.197530864197531,30,39,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",14,93,,,,,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",15,48,,,,,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",16,64,,,,,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",17,28,,,,,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",18,22,,,,,,FALSE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",19,,,,,,,TRUE,TRUE
"atx_59441ff7abde","Brant","es_reference_late_egg","reference","late_egg",23,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_baseline","near","baseline",0,209123,659,0.00315125548122397,647,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_baseline","near","baseline",1,4810,32,0.00665280665280665,30,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_baseline","near","baseline",2,1756,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_baseline","near","baseline",3,618,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_baseline","near","baseline",4,449,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_baseline","near","baseline",5,205,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_baseline","near","baseline",6,149,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_baseline","near","baseline",7,58,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_baseline","near","baseline",8,26,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_baseline","near","baseline",9,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",0,191208,586,0.0030647253253002,577,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",1,14661,63,0.00429711479435236,61,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",2,4064,20,0.00492125984251968,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",3,1508,22,0.0145888594164456,22,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",4,884,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",5,1110,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",6,831,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",7,755,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",8,464,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",9,371,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",10,396,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",11,319,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",12,308,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",13,125,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",14,74,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",15,30,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",16,55,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",17,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",18,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",19,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_baseline","reference","baseline",20,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_pre","near","early_pre",0,212688,692,0.00325359211615136,682,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_pre","near","early_pre",1,3152,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_pre","near","early_pre",2,669,20,0.0298953662182362,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_pre","near","early_pre",3,303,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_pre","near","early_pre",4,194,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_pre","near","early_pre",5,95,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_pre","near","early_pre",6,53,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_pre","near","early_pre",7,27,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_pre","near","early_pre",8,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_pre","near","early_pre",9,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_pre","near","early_pre",10,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",0,201733,645,0.00319729543505525,637,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",1,9991,44,0.00440396356721049,43,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",2,1849,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",3,794,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",4,503,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",5,656,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",6,357,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",7,379,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",8,221,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",9,178,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",10,178,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",11,145,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",12,96,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",13,56,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",14,21,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",15,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",16,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",17,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",18,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_pre","reference","early_pre",19,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_immediate_pre","near","immediate_pre",0,212613,683,0.00321240940111846,670,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_immediate_pre","near","immediate_pre",1,3277,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_immediate_pre","near","immediate_pre",2,628,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_immediate_pre","near","immediate_pre",3,271,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_immediate_pre","near","immediate_pre",4,216,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_immediate_pre","near","immediate_pre",5,81,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_immediate_pre","near","immediate_pre",6,67,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_immediate_pre","near","immediate_pre",7,29,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_immediate_pre","near","immediate_pre",8,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_immediate_pre","near","immediate_pre",9,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_immediate_pre","near","immediate_pre",10,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",0,202031,639,0.00316288094401354,630,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",1,9732,35,0.00359638306617345,33,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",2,1751,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",3,737,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",4,503,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",5,714,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",6,381,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",7,385,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",8,241,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",9,204,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",10,170,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",11,130,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",12,103,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",13,46,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",14,21,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",15,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",16,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",17,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",18,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",19,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_immediate_pre","reference","immediate_pre",20,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_spawn_start","near","spawn_start",0,214208,688,0.00321183149088736,673,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_spawn_start","near","spawn_start",1,2041,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_spawn_start","near","spawn_start",2,470,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_spawn_start","near","spawn_start",3,216,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_spawn_start","near","spawn_start",4,131,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_spawn_start","near","spawn_start",5,64,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_spawn_start","near","spawn_start",6,48,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_spawn_start","near","spawn_start",7,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_spawn_start","near","spawn_start",8,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",0,207441,649,0.00312860042132462,637,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",1,6340,35,0.0055205047318612,35,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",2,1225,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",3,530,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",4,347,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",5,406,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",6,229,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",7,211,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",8,124,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",9,85,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",10,90,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",11,66,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",12,52,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",13,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",14,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",15,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",16,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",17,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_spawn_start","reference","spawn_start",18,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_egg","near","early_egg",0,210182,663,0.00315440903597834,654,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_egg","near","early_egg",1,4425,22,0.00497175141242938,22,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_egg","near","early_egg",2,1278,20,0.0156494522691706,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_egg","near","early_egg",3,563,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_egg","near","early_egg",4,361,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_egg","near","early_egg",5,172,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_egg","near","early_egg",6,125,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_egg","near","early_egg",7,50,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_egg","near","early_egg",8,35,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_egg","near","early_egg",9,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_egg","near","early_egg",10,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_early_egg","near","early_egg",11,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",0,194273,615,0.00316564834022226,606,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",1,13716,54,0.00393700787401575,54,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",2,3132,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",3,1172,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",4,713,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",5,1094,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",6,637,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",7,582,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",8,401,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",9,314,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",10,398,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",11,287,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",12,237,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",13,98,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",14,48,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",15,23,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",16,34,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",17,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",18,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",19,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_early_egg","reference","early_egg",20,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_late_egg","near","late_egg",0,208488,682,0.00327117148229155,668,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_late_egg","near","late_egg",1,5168,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_late_egg","near","late_egg",2,1914,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_late_egg","near","late_egg",3,726,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_late_egg","near","late_egg",4,401,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_late_egg","near","late_egg",5,245,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_late_egg","near","late_egg",6,140,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_late_egg","near","late_egg",7,52,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_late_egg","near","late_egg",8,55,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_late_egg","near","late_egg",9,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_near_late_egg","near","late_egg",10,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",0,188545,641,0.00339971889999735,626,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",1,16001,45,0.00281232422973564,45,1,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",2,4838,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",3,1600,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",4,959,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",5,1128,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",6,844,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",7,816,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",8,519,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",9,396,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",10,430,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",11,377,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",12,318,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",13,162,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",14,93,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",15,48,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",16,64,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",17,28,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",18,22,,,,,,FALSE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",19,,,,,,,TRUE,TRUE
"atx_5a9a3495d0ea","Western Gull","es_reference_late_egg","reference","late_egg",23,,,,,,,TRUE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_near_baseline","near","baseline",0,209123,12122,0.0579658861053064,11946,2,167,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_near_baseline","near","baseline",1,4810,599,0.124532224532225,581,3,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_near_baseline","near","baseline",2,1756,239,0.136104783599089,234,2,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_near_baseline","near","baseline",3,618,131,0.211974110032362,127,2,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_near_baseline","near","baseline",4,449,95,0.211581291759465,94,2,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_near_baseline","near","baseline",5,205,24,0.117073170731707,24,3.5,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_near_baseline","near","baseline",6,149,31,0.208053691275168,30,3,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_near_baseline","near","baseline",7,58,,,,,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_near_baseline","near","baseline",8,26,,,,,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_near_baseline","near","baseline",9,,,,,,,TRUE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",0,191208,10789,0.0564254633697335,10628,3,154,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",1,14661,1155,0.07878043789646,1150,2,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",2,4064,370,0.0910433070866142,357,2,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",3,1508,195,0.129310344827586,190,3,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",4,884,113,0.127828054298643,106,3,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",5,1110,116,0.104504504504505,113,2,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",6,831,84,0.101083032490975,84,2,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",7,755,81,0.107284768211921,76,2,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",8,464,65,0.140086206896552,65,3,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",9,371,57,0.153638814016173,55,3,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",10,396,73,0.184343434343434,72,3,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",11,319,56,0.175548589341693,56,2.5,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",12,308,54,0.175324675324675,53,2,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",13,125,24,0.192,23,2,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",14,74,,,,,,FALSE,TRUE
"atx_6b4cfd1ab927","Horned Grebe","es_reference_baseline","reference","baseline",15,30,,,,,,FALSE,TRUE
