"analysis_taxon_id","species","outcome","term","exposed_rows","finite_numeric_rows","unquantified_x_rows"
"atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","es_near_early_pre",232,,
"atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","es_reference_early_pre",639,,
"atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","es_near_immediate_pre",278,,
"atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","es_reference_immediate_pre",725,,
"atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","es_near_spawn_start",272,,
"atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","es_reference_spawn_start",567,,
"atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","es_near_early_egg",453,,
"atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","es_reference_early_egg",876,,
"atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","es_near_late_egg",344,,
"atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","es_reference_late_egg",772,,
"atx_59441ff7abde","Brant","checklist_reporting","es_near_baseline",8077,,
"atx_59441ff7abde","Brant","checklist_reporting","es_reference_baseline",25992,,
"atx_59441ff7abde","Brant","checklist_reporting","es_near_early_pre",4512,,
"atx_59441ff7abde","Brant","checklist_reporting","es_reference_early_pre",15467,,
"atx_59441ff7abde","Brant","checklist_reporting","es_near_immediate_pre",4587,,
"atx_59441ff7abde","Brant","checklist_reporting","es_reference_immediate_pre",15169,,
"atx_59441ff7abde","Brant","checklist_reporting","es_near_spawn_start",2992,,
"atx_59441ff7abde","Brant","checklist_reporting","es_reference_spawn_start",9759,,
"atx_59441ff7abde","Brant","checklist_reporting","es_near_early_egg",7018,,
"atx_59441ff7abde","Brant","checklist_reporting","es_reference_early_egg",22927,,
"atx_59441ff7abde","Brant","checklist_reporting","es_near_late_egg",8712,,
"atx_59441ff7abde","Brant","checklist_reporting","es_reference_late_egg",28655,,
"atx_59441ff7abde","Brant","conditional_positive_numeric_count","es_near_baseline",345,,
"atx_59441ff7abde","Brant","conditional_positive_numeric_count","es_reference_baseline",637,,
"atx_59441ff7abde","Brant","conditional_positive_numeric_count","es_near_early_pre",226,,
"atx_59441ff7abde","Brant","conditional_positive_numeric_count","es_reference_early_pre",494,,
"atx_59441ff7abde","Brant","conditional_positive_numeric_count","es_near_immediate_pre",302,,
"atx_59441ff7abde","Brant","conditional_positive_numeric_count","es_reference_immediate_pre",601,,
"atx_59441ff7abde","Brant","conditional_positive_numeric_count","es_near_spawn_start",272,,
"atx_59441ff7abde","Brant","conditional_positive_numeric_count","es_reference_spawn_start",499,,
"atx_59441ff7abde","Brant","conditional_positive_numeric_count","es_near_early_egg",556,,
"atx_59441ff7abde","Brant","conditional_positive_numeric_count","es_reference_early_egg",872,,
"atx_59441ff7abde","Brant","conditional_positive_numeric_count","es_near_late_egg",573,,
"atx_59441ff7abde","Brant","conditional_positive_numeric_count","es_reference_late_egg",871,,
"atx_5a9a3495d0ea","Western Gull","checklist_reporting","es_near_baseline",8058,,
"atx_5a9a3495d0ea","Western Gull","checklist_reporting","es_reference_baseline",25936,,
"atx_5a9a3495d0ea","Western Gull","checklist_reporting","es_near_early_pre",4499,,
"atx_5a9a3495d0ea","Western Gull","checklist_reporting","es_reference_early_pre",15432,,
"atx_5a9a3495d0ea","Western Gull","checklist_reporting","es_near_immediate_pre",4580,,
"atx_5a9a3495d0ea","Western Gull","checklist_reporting","es_reference_immediate_pre",15146,,
"atx_5a9a3495d0ea","Western Gull","checklist_reporting","es_near_spawn_start",2984,,
"atx_5a9a3495d0ea","Western Gull","checklist_reporting","es_reference_spawn_start",9743,,
"atx_5a9a3495d0ea","Western Gull","checklist_reporting","es_near_early_egg",7000,,
"atx_5a9a3495d0ea","Western Gull","checklist_reporting","es_reference_early_egg",22895,,
"atx_5a9a3495d0ea","Western Gull","checklist_reporting","es_near_late_egg",8703,,
"atx_5a9a3495d0ea","Western Gull","checklist_reporting","es_reference_late_egg",28621,,
"atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","es_near_baseline",65,,
"atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","es_reference_baseline",135,,
"atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","es_near_early_pre",30,,
"atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","es_reference_early_pre",75,,
"atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","es_near_immediate_pre",42,,
"atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","es_reference_immediate_pre",82,,
"atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","es_near_spawn_start",39,,
"atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","es_reference_spawn_start",75,,
"atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","es_near_early_egg",58,,
"atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","es_reference_early_egg",106,,
"atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","es_near_late_egg",44,,
"atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","es_reference_late_egg",86,,
"atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","es_near_baseline",8071,,
"atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","es_reference_baseline",25981,,
"atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","es_near_early_pre",4507,,
"atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","es_reference_early_pre",15455,,
"atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","es_near_immediate_pre",4585,,
"atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","es_reference_immediate_pre",15167,,
"atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","es_near_spawn_start",2992,,
"atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","es_reference_spawn_start",9757,,
"atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","es_near_early_egg",7014,,
"atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","es_reference_early_egg",22913,,
"atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","es_near_late_egg",8704,,
"atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","es_reference_late_egg",28640,,
"atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","es_near_baseline",1108,,
"atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","es_reference_baseline",2426,,
"atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","es_near_early_pre",609,,
"atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","es_reference_early_pre",1409,,
"atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","es_near_immediate_pre",606,,
"atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","es_reference_immediate_pre",1321,,
"atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","es_near_spawn_start",423,,
"atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","es_reference_spawn_start",910,,
"atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","es_near_early_egg",845,,
"atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","es_reference_early_egg",1675,,
"atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","es_near_late_egg",805,,
"atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","es_reference_late_egg",1702,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","es_near_baseline",8077,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","es_reference_baseline",25992,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","es_near_early_pre",4512,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","es_reference_early_pre",15467,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","es_near_immediate_pre",4587,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","es_reference_immediate_pre",15169,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","es_near_spawn_start",2992,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","es_reference_spawn_start",9759,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","es_near_early_egg",7018,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","es_reference_early_egg",22927,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","es_near_late_egg",8712,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","es_reference_late_egg",28655,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","es_near_baseline",46,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","es_reference_baseline",123,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","es_near_early_pre",28,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","es_reference_early_pre",101,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","es_near_immediate_pre",22,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","es_reference_immediate_pre",90,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","es_near_spawn_start",,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","es_reference_spawn_start",80,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","es_near_early_egg",44,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","es_reference_early_egg",195,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","es_near_late_egg",40,,
"atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","es_reference_late_egg",203,,
"atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","es_near_baseline",8072,,
"atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","es_reference_baseline",25967,,
"atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","es_near_early_pre",4508,,
"atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","es_reference_early_pre",15450,,
"atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","es_near_immediate_pre",4585,,
"atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","es_reference_immediate_pre",15160,,
"atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","es_near_spawn_start",2988,,
"atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","es_reference_spawn_start",9752,,
"atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","es_near_early_egg",7012,,
"atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","es_reference_early_egg",22919,,
"atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","es_near_late_egg",8708,,
"atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","es_reference_late_egg",28633,,
"atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","es_near_baseline",4261,,
"atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","es_reference_baseline",11336,,
"atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","es_near_early_pre",2249,,
"atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","es_reference_early_pre",6451,,
"atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","es_near_immediate_pre",2344,,
"atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","es_reference_immediate_pre",6225,,
"atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","es_near_spawn_start",1535,,
"atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","es_reference_spawn_start",3959,,
"atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","es_near_early_egg",3431,,
"atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","es_reference_early_egg",8845,,
"atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","es_near_late_egg",3979,,
"atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","es_reference_late_egg",10518,,
"atx_7571c026ae99","American Herring Gull","checklist_reporting","es_near_baseline",8068,,
"atx_7571c026ae99","American Herring Gull","checklist_reporting","es_reference_baseline",25979,,
"atx_7571c026ae99","American Herring Gull","checklist_reporting","es_near_early_pre",4511,,
"atx_7571c026ae99","American Herring Gull","checklist_reporting","es_reference_early_pre",15466,,
"atx_7571c026ae99","American Herring Gull","checklist_reporting","es_near_immediate_pre",4586,,
"atx_7571c026ae99","American Herring Gull","checklist_reporting","es_reference_immediate_pre",15167,,
"atx_7571c026ae99","American Herring Gull","checklist_reporting","es_near_spawn_start",2992,,
"atx_7571c026ae99","American Herring Gull","checklist_reporting","es_reference_spawn_start",9759,,
"atx_7571c026ae99","American Herring Gull","checklist_reporting","es_near_early_egg",7018,,
"atx_7571c026ae99","American Herring Gull","checklist_reporting","es_reference_early_egg",22924,,
"atx_7571c026ae99","American Herring Gull","checklist_reporting","es_near_late_egg",8711,,
"atx_7571c026ae99","American Herring Gull","checklist_reporting","es_reference_late_egg",28653,,
"atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","es_near_baseline",171,,
"atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","es_reference_baseline",377,,
"atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","es_near_early_pre",113,,
"atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","es_reference_early_pre",278,,
"atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","es_near_immediate_pre",183,,
"atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","es_reference_immediate_pre",377,,
"atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","es_near_spawn_start",221,,
"atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","es_reference_spawn_start",349,,
"atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","es_near_early_egg",311,,
"atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","es_reference_early_egg",460,,
"atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","es_near_late_egg",194,,
"atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","es_reference_late_egg",343,,
"atx_7b80ddaff058","Great Blue Heron","checklist_reporting","es_near_baseline",8077,,
"atx_7b80ddaff058","Great Blue Heron","checklist_reporting","es_reference_baseline",25992,,
"atx_7b80ddaff058","Great Blue Heron","checklist_reporting","es_near_early_pre",4512,,
"atx_7b80ddaff058","Great Blue Heron","checklist_reporting","es_reference_early_pre",15467,,
"atx_7b80ddaff058","Great Blue Heron","checklist_reporting","es_near_immediate_pre",4587,,
"atx_7b80ddaff058","Great Blue Heron","checklist_reporting","es_reference_immediate_pre",15169,,
"atx_7b80ddaff058","Great Blue Heron","checklist_reporting","es_near_spawn_start",2992,,
"atx_7b80ddaff058","Great Blue Heron","checklist_reporting","es_reference_spawn_start",9759,,
"atx_7b80ddaff058","Great Blue Heron","checklist_reporting","es_near_early_egg",7018,,
"atx_7b80ddaff058","Great Blue Heron","checklist_reporting","es_reference_early_egg",22927,,
"atx_7b80ddaff058","Great Blue Heron","checklist_reporting","es_near_late_egg",8712,,
"atx_7b80ddaff058","Great Blue Heron","checklist_reporting","es_reference_late_egg",28655,,
"atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","es_near_baseline",1774,,
"atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","es_reference_baseline",6059,,
"atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","es_near_early_pre",958,,
"atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","es_reference_early_pre",3584,,
"atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","es_near_immediate_pre",1031,,
"atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","es_reference_immediate_pre",3658,,
"atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","es_near_spawn_start",779,,
"atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","es_reference_spawn_start",2424,,
"atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","es_near_early_egg",1555,,
"atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","es_reference_early_egg",5502,,
"atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","es_near_late_egg",1989,,
"atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","es_reference_late_egg",6697,,
"atx_7d980a7c8c37","Northern Pintail","checklist_reporting","es_near_baseline",8077,,
"atx_7d980a7c8c37","Northern Pintail","checklist_reporting","es_reference_baseline",25992,,
"atx_7d980a7c8c37","Northern Pintail","checklist_reporting","es_near_early_pre",4512,,
"atx_7d980a7c8c37","Northern Pintail","checklist_reporting","es_reference_early_pre",15467,,
"atx_7d980a7c8c37","Northern Pintail","checklist_reporting","es_near_immediate_pre",4587,,
"atx_7d980a7c8c37","Northern Pintail","checklist_reporting","es_reference_immediate_pre",15169,,
"atx_7d980a7c8c37","Northern Pintail","checklist_reporting","es_near_spawn_start",2992,,
"atx_7d980a7c8c37","Northern Pintail","checklist_reporting","es_reference_spawn_start",9759,,
"atx_7d980a7c8c37","Northern Pintail","checklist_reporting","es_near_early_egg",7018,,
"atx_7d980a7c8c37","Northern Pintail","checklist_reporting","es_reference_early_egg",22927,,
"atx_7d980a7c8c37","Northern Pintail","checklist_reporting","es_near_late_egg",8712,,
"atx_7d980a7c8c37","Northern Pintail","checklist_reporting","es_reference_late_egg",28655,,
"atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","es_near_baseline",713,,
"atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","es_reference_baseline",2743,,
"atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","es_near_early_pre",430,,
"atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","es_reference_early_pre",1661,,
"atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","es_near_immediate_pre",456,,
"atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","es_reference_immediate_pre",1693,,
"atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","es_near_spawn_start",354,,
"atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","es_reference_spawn_start",1134,,
"atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","es_near_early_egg",675,,
"atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","es_reference_early_egg",2262,,
"atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","es_near_late_egg",755,,
"atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","es_reference_late_egg",2441,,
"atx_815c98107028","Mallard","checklist_reporting","es_near_baseline",8077,,
"atx_815c98107028","Mallard","checklist_reporting","es_reference_baseline",25992,,
"atx_815c98107028","Mallard","checklist_reporting","es_near_early_pre",4512,,
"atx_815c98107028","Mallard","checklist_reporting","es_reference_early_pre",15467,,
"atx_815c98107028","Mallard","checklist_reporting","es_near_immediate_pre",4587,,
"atx_815c98107028","Mallard","checklist_reporting","es_reference_immediate_pre",15169,,
"atx_815c98107028","Mallard","checklist_reporting","es_near_spawn_start",2992,,
"atx_815c98107028","Mallard","checklist_reporting","es_reference_spawn_start",9759,,
"atx_815c98107028","Mallard","checklist_reporting","es_near_early_egg",7018,,
"atx_815c98107028","Mallard","checklist_reporting","es_reference_early_egg",22927,,
"atx_815c98107028","Mallard","checklist_reporting","es_near_late_egg",8712,,
"atx_815c98107028","Mallard","checklist_reporting","es_reference_late_egg",28655,,
"atx_815c98107028","Mallard","conditional_positive_numeric_count","es_near_baseline",3535,,
"atx_815c98107028","Mallard","conditional_positive_numeric_count","es_reference_baseline",11007,,
"atx_815c98107028","Mallard","conditional_positive_numeric_count","es_near_early_pre",1973,,
"atx_815c98107028","Mallard","conditional_positive_numeric_count","es_reference_early_pre",6654,,
"atx_815c98107028","Mallard","conditional_positive_numeric_count","es_near_immediate_pre",2140,,
"atx_815c98107028","Mallard","conditional_positive_numeric_count","es_reference_immediate_pre",6733,,
"atx_815c98107028","Mallard","conditional_positive_numeric_count","es_near_spawn_start",1484,,
"atx_815c98107028","Mallard","conditional_positive_numeric_count","es_reference_spawn_start",4432,,
"atx_815c98107028","Mallard","conditional_positive_numeric_count","es_near_early_egg",3118,,
"atx_815c98107028","Mallard","conditional_positive_numeric_count","es_reference_early_egg",10003,,
"atx_815c98107028","Mallard","conditional_positive_numeric_count","es_near_late_egg",3833,,
"atx_815c98107028","Mallard","conditional_positive_numeric_count","es_reference_late_egg",11711,,
"atx_82312e6f2848","Common Goldeneye","checklist_reporting","es_near_baseline",8060,,
"atx_82312e6f2848","Common Goldeneye","checklist_reporting","es_reference_baseline",25938,,
"atx_82312e6f2848","Common Goldeneye","checklist_reporting","es_near_early_pre",4501,,
"atx_82312e6f2848","Common Goldeneye","checklist_reporting","es_reference_early_pre",15419,,
"atx_82312e6f2848","Common Goldeneye","checklist_reporting","es_near_immediate_pre",4577,,
"atx_82312e6f2848","Common Goldeneye","checklist_reporting","es_reference_immediate_pre",15124,,
"atx_82312e6f2848","Common Goldeneye","checklist_reporting","es_near_spawn_start",2989,,
"atx_82312e6f2848","Common Goldeneye","checklist_reporting","es_reference_spawn_start",9727,,
"atx_82312e6f2848","Common Goldeneye","checklist_reporting","es_near_early_egg",7005,,
"atx_82312e6f2848","Common Goldeneye","checklist_reporting","es_reference_early_egg",22870,,
"atx_82312e6f2848","Common Goldeneye","checklist_reporting","es_near_late_egg",8703,,
"atx_82312e6f2848","Common Goldeneye","checklist_reporting","es_reference_late_egg",28595,,
"atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","es_near_baseline",1966,,
"atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","es_reference_baseline",4698,,
"atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","es_near_early_pre",1061,,
"atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","es_reference_early_pre",2664,,
"atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","es_near_immediate_pre",1101,,
"atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","es_reference_immediate_pre",2624,,
"atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","es_near_spawn_start",693,,
"atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","es_reference_spawn_start",1618,,
"atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","es_near_early_egg",1249,,
"atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","es_reference_early_egg",2830,,
"atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","es_near_late_egg",1052,,
"atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","es_reference_late_egg",2449,,
"atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","es_near_baseline",8077,,
"atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","es_reference_baseline",25992,,
"atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","es_near_early_pre",4512,,
"atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","es_reference_early_pre",15467,,
"atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","es_near_immediate_pre",4587,,
"atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","es_reference_immediate_pre",15169,,
"atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","es_near_spawn_start",2992,,
"atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","es_reference_spawn_start",9759,,
"atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","es_near_early_egg",7018,,
"atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","es_reference_early_egg",22927,,
"atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","es_near_late_egg",8712,,
"atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","es_reference_late_egg",28655,,
"atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","es_near_baseline",167,,
"atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","es_reference_baseline",675,,
"atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","es_near_early_pre",126,,
"atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","es_reference_early_pre",477,,
"atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","es_near_immediate_pre",119,,
"atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","es_reference_immediate_pre",467,,
"atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","es_near_spawn_start",103,,
"atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","es_reference_spawn_start",348,,
"atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","es_near_early_egg",266,,
"atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","es_reference_early_egg",788,,
"atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","es_near_late_egg",270,,
"atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","es_reference_late_egg",870,,
"atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","es_near_baseline",8077,,
"atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","es_reference_baseline",25992,,
"atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","es_near_early_pre",4512,,
"atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","es_reference_early_pre",15467,,
"atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","es_near_immediate_pre",4587,,
"atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","es_reference_immediate_pre",15169,,
"atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","es_near_spawn_start",2992,,
"atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","es_reference_spawn_start",9759,,
"atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","es_near_early_egg",7018,,
"atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","es_reference_early_egg",22927,,
"atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","es_near_late_egg",8712,,
"atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","es_reference_late_egg",28655,,
"atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","es_near_baseline",573,,
"atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","es_reference_baseline",1241,,
"atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","es_near_early_pre",324,,
"atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","es_reference_early_pre",823,,
"atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","es_near_immediate_pre",304,,
"atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","es_reference_immediate_pre",720,,
"atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","es_near_spawn_start",214,,
"atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","es_reference_spawn_start",546,,
"atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","es_near_early_egg",544,,
"atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","es_reference_early_egg",1100,,
"atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","es_near_late_egg",641,,
"atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","es_reference_late_egg",1262,,
