"analysis_version","analysis_taxon_id","species","outcome","engine","n","event_blocks","observer_clusters","generalized_locations","converged","singular_fit","rank_deficient","optimizer_code","convergence_message","maximum_absolute_gradient","event_block_variance","observer_variance","location_variance","residual_variance","reproduction_max_abs_estimate_difference","status"
"editorial_requested_analysis_v1","atx_04cf65098f13","Red-throated Loon","finite_numeric_vs_x","lme4_glmer_nAGQ0",1493,,,,FALSE,,,,"failed_insufficient_support",,,,,,,"failed_insufficient_support"
"editorial_requested_analysis_v1","atx_08bb40b40c0a","Ring-billed Gull","finite_numeric_vs_x","lme4_glmer_nAGQ0",4753,46,1407,612,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,10.8131209111656,0.633229932050893,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_1328b44be502","Black Scoter","finite_numeric_vs_x","lme4_glmer_nAGQ0",1774,42,714,424,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,3.40017498932003,0,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_136b0e66254b","Common Murre","finite_numeric_vs_x","lme4_glmer_nAGQ0",2060,41,862,494,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,0.575745355144706,0.268541317296431,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_15dd5efcd8d6","Black Turnstone","finite_numeric_vs_x","lme4_glmer_nAGQ0",4491,43,1373,658,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,16.9785699859666,0,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_1812dd827ede","Surfbird","finite_numeric_vs_x","lme4_glmer_nAGQ0",1077,,,,FALSE,,,,"failed_insufficient_support",,,,,,,"failed_insufficient_support"
"editorial_requested_analysis_v1","atx_1930f23cc4f8","Surf Scoter","finite_numeric_vs_x","lme4_glmer_nAGQ0",17152,57,3978,2219,TRUE,FALSE,FALSE,0,"",,0.122664689729721,8.70059135475934,0.418371372873088,,,"completed"
"editorial_requested_analysis_v1","atx_3083477933a8","White-winged Scoter","finite_numeric_vs_x","lme4_glmer_nAGQ0",4930,50,1568,867,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,7.49613216365157,0.265284035454452,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_35518e24dfdd","Common Merganser","finite_numeric_vs_x","lme4_glmer_nAGQ0",28129,58,5809,3136,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,12.5620964088584,0.737735187742288,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_35707a9578d5","Pelagic Cormorant","finite_numeric_vs_x","lme4_glmer_nAGQ0",19147,53,4330,2167,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,12.7267615344911,0.13399205393139,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_40f730f5ad72","Long-tailed Duck","finite_numeric_vs_x","lme4_glmer_nAGQ0",3062,44,1068,620,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,8.20260368297217,0.0165502711183314,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_4ae57d328ec6","Greater Scaup","finite_numeric_vs_x","lme4_glmer_nAGQ0",4581,52,1533,721,TRUE,FALSE,FALSE,0,"",,0.0804811670693982,4.13939739215101,0.163885436909277,,,"completed"
"editorial_requested_analysis_v1","atx_59441ff7abde","Brant","finite_numeric_vs_x","lme4_glmer_nAGQ0",3910,41,1371,572,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,5.60954302152758,0,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_5a9a3495d0ea","Western Gull","finite_numeric_vs_x","lme4_glmer_nAGQ0",719,,,,FALSE,,,,"failed_insufficient_support",,,,,,,"failed_insufficient_support"
"editorial_requested_analysis_v1","atx_6b4cfd1ab927","Horned Grebe","finite_numeric_vs_x","lme4_glmer_nAGQ0",13234,55,3072,1760,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,6.737298024471e-10,10.5747782106088,0.495340054005965,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","finite_numeric_vs_x","lme4_glmer_nAGQ0",1832,,,,FALSE,,,,"failed_insufficient_support",,,,,,,"failed_insufficient_support"
"editorial_requested_analysis_v1","atx_725074cbfcb6","Glaucous-winged Gull","finite_numeric_vs_x","lme4_glmer_nAGQ0",89309,57,13618,8149,TRUE,FALSE,FALSE,0,"",,0.205987476731331,11.2028155499363,1.21088371000171,,,"completed"
"editorial_requested_analysis_v1","atx_7571c026ae99","American Herring Gull","finite_numeric_vs_x","lme4_glmer_nAGQ0",1946,47,845,516,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,16.4647228427702,0,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_7b80ddaff058","Great Blue Heron","finite_numeric_vs_x","lme4_glmer_nAGQ0",50992,56,9834,4517,TRUE,FALSE,FALSE,0,"",,0.155837867854698,13.5328609314244,1.0431860577791,,,"completed"
"editorial_requested_analysis_v1","atx_7d980a7c8c37","Northern Pintail","finite_numeric_vs_x","lme4_glmer_nAGQ0",15318,52,4047,1216,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,6.15970341981625,0.661019582244707,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_815c98107028","Mallard","finite_numeric_vs_x","lme4_glmer_nAGQ0",85878,57,14716,6669,TRUE,FALSE,FALSE,0,"",,0.200955415778601,10.1022274559877,1.82087930227807,,,"completed"
"editorial_requested_analysis_v1","atx_82312e6f2848","Common Goldeneye","finite_numeric_vs_x","lme4_glmer_nAGQ0",21399,,,,FALSE,,,,"Error : Downdated VtV is not positive definite ",,,,,,,"failed_numerical_fit_no_fallback"
"editorial_requested_analysis_v1","atx_8608f2ed61cf","Pigeon Guillemot","finite_numeric_vs_x","lme4_glmer_nAGQ0",6402,54,2043,1099,TRUE,FALSE,FALSE,0,"",,1.30758947828085e-08,22.8940451616425,0.00413378338658079,,,"completed"
"editorial_requested_analysis_v1","atx_86eda7ed9025","Red-necked Grebe","finite_numeric_vs_x","lme4_glmer_nAGQ0",8229,53,2077,1280,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,8.70653491911748,0.553925856109772,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_87b306550dba","Harlequin Duck","finite_numeric_vs_x","lme4_glmer_nAGQ0",12219,56,3027,1549,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,14.3044071319027,0.114112769723132,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_98ca0000b734","Brandt's Cormorant","finite_numeric_vs_x","lme4_glmer_nAGQ0",2607,44,1067,586,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,2.42893483258687,0.070708885132256,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_99238953638b","Bufflehead","finite_numeric_vs_x","lme4_glmer_nAGQ0",51294,56,9433,4365,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,11.1887167356558,0.729658777109604,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_9ae1aa9b7fdf","Common Loon","finite_numeric_vs_x","lme4_glmer_nAGQ0",15571,56,3528,2141,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,12.4314568561547,0.490442303511252,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_a113baee5693","American Wigeon","finite_numeric_vs_x","lme4_glmer_nAGQ0",36579,56,7095,3042,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,7.64833814644344,1.26582998116347,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_a444854c6b66","Double-crested Cormorant","finite_numeric_vs_x","lme4_glmer_nAGQ0",29453,54,5952,2845,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,14.1830354291853,0.235916752252177,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_aa5353f6d6d2","Iceland Gull","finite_numeric_vs_x","lme4_glmer_nAGQ0",4665,47,1284,878,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,5.26079165346071,0.16182043601666,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_acf526bb8010","Marbled Murrelet","finite_numeric_vs_x","lme4_glmer_nAGQ0",3118,,,,FALSE,,,,"failed_insufficient_support",,,,,,,"failed_insufficient_support"
"editorial_requested_analysis_v1","atx_b3d3ea90f9cb","Canada Goose","finite_numeric_vs_x","lme4_glmer_nAGQ0",70918,58,12305,6358,TRUE,FALSE,FALSE,0,"",,0.0653248538429207,9.46334472466812,1.0534953257775,,,"completed"
"editorial_requested_analysis_v1","atx_c12b832d2b03","California Gull","finite_numeric_vs_x","lme4_glmer_nAGQ0",7032,55,2010,1098,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,7.04988735435026,0.431572219867736,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_c2d1fbbaf6d3","Red-breasted Merganser","finite_numeric_vs_x","lme4_glmer_nAGQ0",13592,55,3405,1959,TRUE,FALSE,FALSE,0,"",,0.000146368146278798,9.01430705848683,0.124635659055825,,,"completed"
"editorial_requested_analysis_v1","atx_c34f23342a55","Pacific Loon","finite_numeric_vs_x","lme4_glmer_nAGQ0",6177,50,1776,1065,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,5.3684249849336,0,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_c9db024faf12","American Crow","finite_numeric_vs_x","lme4_glmer_nAGQ0",116193,58,16214,11370,TRUE,FALSE,FALSE,0,"",,0.133914817451639,14.237787646881,1.2172653817477,,,"completed"
"editorial_requested_analysis_v1","atx_d002764a39e8","Lesser Scaup","finite_numeric_vs_x","lme4_glmer_nAGQ0",9595,49,2717,756,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,7.20506380728535,1.91940353522958,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_d7dd9536145c","Barrow's Goldeneye","finite_numeric_vs_x","lme4_glmer_nAGQ0",10962,55,2498,1528,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,5.11185147134342e-09,11.7378937944829,0.380639995204164,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_e0e678a61ad7","Short-billed Gull","finite_numeric_vs_x","lme4_glmer_nAGQ0",23227,57,4737,2541,TRUE,FALSE,FALSE,0,"",,0.179608754730601,7.83035444749715,0.784543531624606,,,"completed"
"editorial_requested_analysis_v1","atx_ebf17f77fb66","Western Grebe","finite_numeric_vs_x","lme4_glmer_nAGQ0",1362,,,,FALSE,,,,"failed_insufficient_support",,,,,,,"failed_insufficient_support"
"editorial_requested_analysis_v1","atx_fadb8da1a816","Bonaparte's Gull","finite_numeric_vs_x","lme4_glmer_nAGQ0",4132,47,1392,754,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,5.16238658243377,0.682558979066722,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_fc0a9b777dcd","Bald Eagle","finite_numeric_vs_x","lme4_glmer_nAGQ0",84185,58,14683,9480,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,3.51602021435462e-09,18.0007384510603,0.7350810271287,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_v2_000002","Black Oystercatcher","finite_numeric_vs_x","lme4_glmer_nAGQ0",13756,54,3288,1707,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,17.5182466907156,0.829108073227162,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_v2_000003","Dunlin","finite_numeric_vs_x","lme4_glmer_nAGQ0",6087,43,1925,662,TRUE,FALSE,FALSE,0,"",,0.635470520723715,7.94592295267926,0.250318966901923,,,"completed"
"editorial_requested_analysis_v1","atx_v2_000006","Black-bellied Plover","finite_numeric_vs_x","lme4_glmer_nAGQ0",4053,35,1248,498,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,13.9619084784051,0,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_v2_000007","Common Raven","finite_numeric_vs_x","lme4_glmer_nAGQ0",61617,57,10435,8216,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,18.2235283804292,0.68212155435035,,,"completed_with_singular_warning"
"editorial_requested_analysis_v1","atx_v2_000011","Glaucous Gull","finite_numeric_vs_x","lme4_glmer_nAGQ0",186,,,,FALSE,,,,"failed_insufficient_support",,,,,,,"failed_insufficient_support"
