"feature_set","scheme","selected_k","analysis_taxon_id","common_name","cluster","assignment_stability","prevalence","bootstrap_replicates","seed"
"B","reliability_shrunk",2,"atx_d002764a39e8","Lesser Scaup",2,0.874015748031496,0.04506,1000,20290731
"B","reliability_shrunk",2,"atx_86eda7ed9025","Red-necked Grebe",2,0.84984520123839,0.0379,1000,20290731
"B","reliability_shrunk",2,"atx_c12b832d2b03","California Gull",2,0.709415584415584,0.0324,1000,20290731
"B","reliability_shrunk",2,"atx_8608f2ed61cf","Pigeon Guillemot",1,0.63265306122449,0.02949,1000,20290731
"B","reliability_shrunk",2,"atx_c34f23342a55","Pacific Loon",2,0.499205087440382,0.02846,1000,20290731
"B","reliability_shrunk",2,"atx_v2_000003","Dunlin",1,0.6384,0.02803,1000,20290731
"B","reliability_shrunk",2,"atx_3083477933a8","White-winged Scoter",2,0.558028616852146,0.02272,1000,20290731
"B","reliability_shrunk",2,"atx_aa5353f6d6d2","Iceland Gull",2,0.656580937972769,0.02193,1000,20290731
"B","reliability_shrunk",2,"atx_08bb40b40c0a","Ring-billed Gull",1,0.690332326283988,0.02189,1000,20290731
"B","reliability_shrunk",2,"atx_4ae57d328ec6","Greater Scaup",2,0.848909657320872,0.02168,1000,20290731
"B","reliability_shrunk",2,"atx_15dd5efcd8d6","Black Turnstone",2,0.629969418960245,0.02068,1000,20290731
"B","reliability_shrunk",2,"atx_fadb8da1a816","Bonaparte's Gull",2,0.910060975609756,0.01902,1000,20290731
"B","reliability_shrunk",2,"atx_v2_000006","Black-bellied Plover",1,0.687211093990755,0.01866,1000,20290731
"B","reliability_shrunk",2,"atx_59441ff7abde","Brant",2,0.703049759229534,0.01803,1000,20290731
"B","reliability_shrunk",2,"atx_acf526bb8010","Marbled Murrelet",2,0.596969696969697,0.01436,1000,20290731
"B","reliability_shrunk",2,"atx_40f730f5ad72","Long-tailed Duck",2,0.706605222734255,0.01413,1000,20290731
"B","reliability_shrunk",2,"atx_98ca0000b734","Brandt's Cormorant",2,0.621753246753247,0.01202,1000,20290731
"B","reliability_shrunk",2,"atx_136b0e66254b","Common Murre",1,0.591527987897126,0.00949,1000,20290731
"B","reliability_shrunk",2,"atx_7571c026ae99","American Herring Gull",2,0.808868501529052,0.00901,1000,20290731
"B","reliability_shrunk",2,"atx_1328b44be502","Black Scoter",2,0.61128526645768,0.0082,1000,20290731
"B","reliability_shrunk",2,"atx_04cf65098f13","Red-throated Loon",2,0.619344773790952,0.00688,1000,20290731
"B","reliability_shrunk",2,"atx_ebf17f77fb66","Western Grebe",1,0.648062015503876,0.00628,1000,20290731
"B","reliability_shrunk",2,"atx_5a9a3495d0ea","Western Gull",2,0.89,0.00335,1000,20290731
