"analysis_version","analysis_taxon_id","species","outcome","contrast","period_label","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","q_value","n","status"
"post_stage4a_staged_refit_v1_s2_detectability","atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","did_immediate_pre","Immediate pre (-7 to -1 d)",0.00842656130769229,0.0300602176408936,-0.0504903826358947,0.0673435052512793,1.00846216470991,0.950763072463003,1.06966284987996,0.779229938209611,1,18881,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","did_pre_14_day","Pre-onset (-14 to -1 d)",0.0201194124636092,0.0246232738234093,-0.028141317411741,0.0683801423389593,1.02032317205613,0.972250961103181,1.07077227699876,0.413877422982125,0.762487637957128,18881,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","did_spawn_start","Spawn start (0 to 3 d)",0.0326651162304062,0.0319996985485886,-0.0300531404409662,0.0953833729017785,1.03320447788906,0.970393965015121,1.10008051535375,0.307351811485929,0.537865670100376,18881,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","did_early_egg","Early egg (4 to 14 d)",0.0516018730142948,0.0252930991402636,0.00202830964197707,0.101175436386612,1.05295644867582,1.00203036805344,1.10647073996549,0.041334770718054,0.0843918235493602,18881,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","did_late_egg","Late egg (15 to 28 d)",0.0560090950778264,0.0246350866153334,0.00772521255574825,0.104292977599905,1.0576073027136,1.0077551289976,1.10992559062013,0.0229930715206954,0.0704162815321298,18881,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","did_active_0_14_day","Active composite (0 to 14 d)",0.0465520712052578,0.0229440009283735,0.00158265572439225,0.0915214866861234,1.0476526301834,1.00158390878493,1.09584032241663,0.0424640913296017,0.0866975197979368,18881,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","did_early_pre","Early pre (-14 to -8 d)",0.00207877177025698,0.0801076858514286,-0.154929407383392,0.159086950923906,1.00208093391424,0.85647563620584,1.17243988698015,0.979297445020096,0.999933431101863,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.0771423935234779,0.0808657032889238,-0.235636259554271,0.0813514725073148,0.925758022274075,0.790068001360303,1.08475209011024,0.340105472643875,0.666606726381995,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.0375318108766105,0.0663630129009736,-0.167600926068086,0.0925373043148647,0.963163778149386,0.845691260687808,1.09695406191676,0.57169758485058,0.836123145327577,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","did_spawn_start","Spawn start (0 to 3 d)",-0.066206595945815,0.0796268069620159,-0.222272269795289,0.0898590779036593,0.935937483426843,0.800697328955939,1.0940201012355,0.405713170443002,0.552220704214086,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","did_early_egg","Early egg (4 to 14 d)",0.138707947633844,0.0691791168554778,0.00311937011482014,0.274296525152869,1.14878854459345,1.00312424041255,1.31560485433628,0.0449571466816334,0.123236801407387,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","did_late_egg","Late egg (15 to 28 d)",0.112865400132521,0.0730145193874683,-0.0302404282154187,0.25597122848046,1.11948124078059,0.970212239107123,1.2917155627855,0.122154345911939,0.332531274982502,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","did_active_0_14_day","Active composite (0 to 14 d)",0.0840640693459353,0.0628690652699941,-0.0391570343249511,0.207285173016822,1.08769857971301,0.961599693130644,1.23033337963948,0.181180434039251,0.286381976384623,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","did_early_pre","Early pre (-14 to -8 d)",0.02878933111149,0.0701758634874229,-0.108752833907858,0.166331496130838,1.02920774958205,0.896952086244604,1.18096452201224,0.681625878235899,0.954276229530258,2946,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.0412760755873558,0.0725377797649358,-0.183447511445128,0.100895360270417,0.95956418113162,0.832395565831602,1.10616088733115,0.569336690719277,0.911946037467099,2946,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.00624337223793292,0.0595808065803298,-0.123019607305226,0.110532862829361,0.993776077112955,0.884246324703263,1.11687305205756,0.916543783476693,1,2946,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","did_spawn_start","Spawn start (0 to 3 d)",0.145324814557691,0.0712526709328075,0.00567214572710384,0.284977483388277,1.15641512974,1.00568826280407,1.32973208672329,0.0413931662957714,0.1267665717808,2946,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","did_early_egg","Early egg (4 to 14 d)",0.465449938284872,0.0644226711502399,0.339183823042534,0.591716053527209,1.59273065819214,1.40380137253573,1.80708681382957,5.01322866558413e-13,4.91296409227245e-12,2946,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","did_late_egg","Late egg (15 to 28 d)",0.28836741509587,0.0692557653164156,0.152628609353937,0.424106220837803,1.33424743672669,1.16489226850321,1.52822391438753,3.12989168199484e-05,0.000219092417739639,2946,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","did_active_0_14_day","Active composite (0 to 14 d)",0.38008323862429,0.0582414678610555,0.265932059209874,0.494234418038706,1.46240631305775,1.30464641696736,1.63924278383594,6.75538135698301e-11,5.51689477486946e-10,2946,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","checklist_reporting","did_early_pre","Early pre (-14 to -8 d)",-0.0108473623696994,0.0653985030655318,-0.139026073020974,0.117331348281575,0.989211258114817,0.870205339280402,1.12449196644815,0.868262714625628,0.999933431101863,216227,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","checklist_reporting","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.0224110790738171,0.0632459359806092,-0.146370835764337,0.101548677616703,0.977838183604545,0.863837302014053,1.1068837975458,0.723078002916072,0.995910234697689,216227,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","checklist_reporting","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.0166292207217582,0.0541300679087913,-0.122722204303696,0.08946376286018,0.983508281529016,0.884509341323349,1.09358770410379,0.758684623308393,0.929388663552781,216227,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","checklist_reporting","did_spawn_start","Spawn start (0 to 3 d)",0.0814056377909949,0.0634682417999499,-0.0429898302989865,0.205801105880976,1.08481084760621,0.957921131789,1.22850883651174,0.199625231523023,0.333302977459066,216227,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","checklist_reporting","did_early_egg","Early egg (4 to 14 d)",0.0818857053021488,0.0543805638749559,-0.0246982413517447,0.188469651956042,1.08533175507527,0.975604264638506,1.20740044018897,0.132121110003551,0.24628194863528,216227,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","checklist_reporting","did_late_egg","Late egg (15 to 28 d)",0.0505546984490917,0.0554515427196254,-0.0581283281685583,0.159237725066742,1.05185439658566,0.943528858337021,1.17261667392625,0.361931156006363,0.506703618408908,216227,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","checklist_reporting","did_active_0_14_day","Active composite (0 to 14 d)",0.0817576872991744,0.0500858625441779,-0.0164087994220379,0.179924174020387,1.08519282196458,0.983725091596617,1.1971265863841,0.102605651445817,0.193372189263271,216227,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","did_early_pre","Early pre (-14 to -8 d)",-0.0539107875443186,0.0747741114895419,-0.200465353039803,0.0926437779511661,0.947516633016964,0.818349842868992,1.0970708648227,0.470920596926785,0.953045765528852,4514,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.0327746081576988,0.072281103946489,-0.174442968655613,0.108893752340216,0.967756659465518,0.839924754901233,1.11504387324551,0.65023727366962,0.911946037467099,4514,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.0433426978510087,0.0622866407205764,-0.165422270381324,0.078736874679307,0.9575831721352,0.847535739274456,1.0819196041709,0.486517353826641,0.762487637957128,4514,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","did_spawn_start","Spawn start (0 to 3 d)",-0.00186698576475655,0.0711247966059423,-0.14126902552014,0.137535053990627,0.998134755969067,0.868255697334374,1.14744192768568,0.979058385579866,1,4514,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","did_early_egg","Early egg (4 to 14 d)",0.18706687286419,0.0654848818819141,0.0587188628437784,0.315414882884601,1.20570791149545,1.06047705932249,1.37082792603875,0.00428148259619668,0.0123407439537434,4514,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","did_late_egg","Late egg (15 to 28 d)",0.305169228436861,0.0686846357768451,0.170549816022994,0.439788640850729,1.35685460196168,1.18595673011003,1.55237907431393,8.86927997665195e-06,8.69189437711891e-05,4514,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","did_active_0_14_day","Active composite (0 to 14 d)",0.136684510563137,0.0599273768235906,0.0192290103009394,0.254140010825335,1.1464663934216,1.01941507844137,1.28935231491255,0.0225581610265837,0.0552674945151301,4514,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","checklist_reporting","did_early_pre","Early pre (-14 to -8 d)",0.00702441933174333,0.07855796639189,-0.146946365495069,0.160995204158556,1.00704914843383,0.863340281003132,1.17467933522452,0.928750496841082,0.999933431101863,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","checklist_reporting","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.121902778230851,0.0749865248971222,-0.268873666355027,0.0250681098933243,0.885234428376351,0.764239798749159,1.02538495700616,0.104021480959887,0.364075183359604,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","checklist_reporting","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.0574391794495539,0.0641740137793004,-0.18321793520036,0.068339576301252,0.944179314145738,0.832586686017255,1.07072884089122,0.370758457775176,0.836123145327577,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","checklist_reporting","did_spawn_start","Spawn start (0 to 3 d)",0.0858778677973932,0.0764761909192925,-0.0640127120792291,0.235768447674016,1.08967323598543,0.937993075612647,1.26588115850154,0.261464677388492,0.376816740942238,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","checklist_reporting","did_early_egg","Early egg (4 to 14 d)",0.0968187775899063,0.0648931423420882,-0.0303694442442177,0.22400699942403,1.10166070992083,0.970087074251251,1.25107977623557,0.135706379860256,0.24628194863528,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","checklist_reporting","did_late_egg","Late egg (15 to 28 d)",0.0744171712226978,0.0626846078149838,-0.0484424024796884,0.197276744925084,1.07725611202024,0.952712211586524,1.21808109182567,0.235161292854381,0.41718497440214,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","checklist_reporting","did_active_0_14_day","Active composite (0 to 14 d)",0.0939012016452361,0.0599242741401535,-0.0235482174691696,0.211350620759642,1.09845121538307,0.976726878235279,1.23534541688521,0.117115221837437,0.212542439630904,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","conditional_positive_numeric_count","did_early_pre","Early pre (-14 to -8 d)",-0.0221728725102823,0.0732062360589817,-0.165654458629624,0.121308713609059,0.978071138822583,0.847338974279927,1.12897338802414,0.761979567400078,0.977395393873099,3796,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","conditional_positive_numeric_count","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.0677778913027633,0.0685252223307454,-0.202084859103624,0.0665290764980975,0.934468004000182,0.81702559294097,1.0687920403531,0.322617116904537,0.82767075383902,3796,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","conditional_positive_numeric_count","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.0449753819065228,0.0596341591164616,-0.161856186023118,0.0719054222100728,0.956021016958165,0.850563518666992,1.07455371034266,0.450736194044117,0.762487637957128,3796,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","conditional_positive_numeric_count","did_spawn_start","Spawn start (0 to 3 d)",-0.0554815399475863,0.0688905093261073,-0.190504457103377,0.0795413772082048,0.946029487263164,0.826542073737378,1.08279036144477,0.420612977493893,0.625894182045782,3796,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","conditional_positive_numeric_count","did_early_egg","Early egg (4 to 14 d)",0.0521266005708878,0.0579202328907009,-0.0613949698710581,0.165648171012834,1.05350910892568,0.940451716317423,1.18015781494387,0.368135034636129,0.530547549916775,3796,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","conditional_positive_numeric_count","did_late_egg","Late egg (15 to 28 d)",0.0520692828081471,0.0562888633540726,-0.0582548620965316,0.162393427712826,1.05344872587106,0.943409477477443,1.17632294834126,0.354946647543187,0.579746190987205,3796,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_59441ff7abde","Brant","conditional_positive_numeric_count","did_active_0_14_day","Active composite (0 to 14 d)",0.0234310964326281,0.0537775468783636,-0.0819709586258791,0.128833151491135,1.02370776119975,0.921298714088473,1.13750031809983,0.663051447242527,0.787541367456163,3796,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","checklist_reporting","did_early_pre","Early pre (-14 to -8 d)",0.00780059336878185,0.18703499580599,-0.358781262259558,0.374382448997122,1.0078310972618,0.698527128887668,1.45409316059831,0.966732594152561,0.999933431101863,216824,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","checklist_reporting","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.0195571803780744,0.178316077776209,-0.369050270683886,0.329935909927737,0.980632820630063,0.691390652895719,1.39087898407258,0.912665506488429,0.995910234697689,216824,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","checklist_reporting","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.00587829350464628,0.150160138313284,-0.300186756512237,0.288430169502944,0.994138949858889,0.740679880972945,1.33433116926074,0.968773324105112,0.997618422710479,216824,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","checklist_reporting","did_spawn_start","Spawn start (0 to 3 d)",0.0050442041504738,0.168694818782854,-0.325591565042432,0.335679973343379,1.00505694756602,0.722100058116466,1.39889127067179,0.97614572289604,0.97614572289604,216824,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","checklist_reporting","did_early_egg","Early egg (4 to 14 d)",0.297362473232058,0.143216459907167,0.0166633698206868,0.578061576643429,1.34630320989134,1.01680297813792,1.7825796854795,0.0378648338032551,0.123236801407387,216824,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","checklist_reporting","did_late_egg","Late egg (15 to 28 d)",0.182088335639171,0.145712240973529,-0.103502408775566,0.467679080053909,1.19972016724699,0.901673850809299,1.59628504076864,0.211429853214573,0.41718497440214,216824,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","checklist_reporting","did_active_0_14_day","Active composite (0 to 14 d)",0.219410934810302,0.131166194298165,-0.0376700820032833,0.476491951623888,1.2453429263122,0.963030609615505,1.61041506742451,0.0943724928025872,0.184970085893071,216824,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","did_early_pre","Early pre (-14 to -8 d)",-0.0304040386309354,0.0572704590303706,-0.142652075708538,0.0818439984466676,0.970053515264334,0.867055686157724,1.08528649024454,0.595498339916329,0.954276229530258,712,"completed_with_singular_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","did_immediate_pre","Immediate pre (-7 to -1 d)",0.0455008758159849,0.0520084851688019,-0.0564338820053524,0.147435633637322,1.04655192120045,0.945128972461677,1.15885869091032,0.381642421699445,0.82767075383902,712,"completed_with_singular_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","did_pre_14_day","Pre-onset (-14 to -1 d)",0.00754841859252475,0.0455134364408478,-0.0816562776441897,0.0967531148292392,1.00757697972271,0.921588674892434,1.10158837421221,0.868274734529984,1,712,"completed_with_singular_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","did_spawn_start","Spawn start (0 to 3 d)",0.124093406202508,0.0482589804865813,0.029507542518187,0.218679269886828,1.13212161324128,1.02994720383811,1.24443208583097,0.0101286663800977,0.0381772809711376,712,"completed_with_singular_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","did_early_egg","Early egg (4 to 14 d)",0.0796581878106852,0.0425062589234672,-0.00365254879684475,0.162968924418215,1.08291685022672,0.996354113645412,1.17700011315687,0.0609256956525833,0.110568855073207,712,"completed_with_singular_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","did_late_egg","Late egg (15 to 28 d)",0.000922884418481657,0.0431126458822541,-0.0835763487889654,0.0854221176259287,1.00092331040734,0.919820856781807,1.08917673037115,0.982921507580748,1,712,"completed_with_singular_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","did_active_0_14_day","Active composite (0 to 14 d)",0.0915075793818379,0.0383554392382083,0.0163322998637353,0.166682858899941,1.09582508233779,1.0164664009381,1.1813795418839,0.0170430160621575,0.0439530414234588,712,"completed_with_singular_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","did_early_pre","Early pre (-14 to -8 d)",0.0189807812142491,0.049974650485738,-0.0789677338777744,0.116929296306273,1.01916206137188,0.924069740111246,1.12403995310434,0.704087807332103,0.999933431101863,217142,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","did_immediate_pre","Immediate pre (-7 to -1 d)",0.131155180499561,0.0494090302546326,0.0343152606894316,0.227995100309691,1.14014469580826,1.03491082200323,1.25607917101833,0.00794312347285842,0.105898948365478,217142,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","did_pre_14_day","Pre-onset (-14 to -1 d)",0.0750679808569052,0.0406380371437724,-0.00458110834728959,0.1547170700611,1.07795742886357,0.995429368924277,1.16732764244026,0.064713173276553,0.396368186318887,217142,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","did_spawn_start","Spawn start (0 to 3 d)",-0.0422162670996789,0.0537626833276144,-0.147589190134035,0.0631566559346773,0.958662431008323,0.862785482936729,1.0651936950754,0.432316599953451,0.572527389127544,217142,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","did_early_egg","Early egg (4 to 14 d)",0.0126758247171815,0.0427616171857759,-0.0711354048876282,0.0964870543219912,1.01275650351301,0.93133577617331,1.10129532403685,0.766901743744984,0.841563713210244,217142,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","did_late_egg","Late egg (15 to 28 d)",0.0193049940168834,0.0419770721002521,-0.0629685554760518,0.101578543509819,1.01949254033,0.938972998783877,1.10691685611265,0.64559247090997,0.790850776864713,217142,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","did_active_0_14_day","Active composite (0 to 14 d)",-0.00196206643398128,0.0388996721339767,-0.078204022826992,0.0742798899590294,0.998039857160086,0.924775731936027,1.07710823509048,0.959772438143881,0.979767697271878,217142,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","did_early_pre","Early pre (-14 to -8 d)",-0.0369541602254302,0.0283175786638934,-0.0924555945360412,0.0185472740851808,0.963720311058351,0.911689694069471,1.01872034310353,0.19189621391489,0.671636748702114,13054,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.0436789004055047,0.0278670397521039,-0.0982972946753742,0.0109394938643649,0.957261284339368,0.906379401925115,1.01099954891822,0.117020366461872,0.637110884070194,13054,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.0403165303154674,0.0229125035790957,-0.08522421212614,0.00459115149520516,0.960485368294412,0.918306365894862,1.00460170697899,0.0784779544605606,0.427268863174163,13054,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","did_spawn_start","Spawn start (0 to 3 d)",-0.0349621552075384,0.0294517332867164,-0.0926864917317821,0.0227621813167053,0.965641960085637,0.911479211776545,1.02302321658064,0.235188143235883,0.460968760742331,13054,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","did_early_egg","Early egg (4 to 14 d)",-0.0102393748953355,0.0241478053141685,-0.0575682036167907,0.0370894538261198,0.989812869036671,0.944057500054658,1.03778585060114,0.671544508205915,0.822642022552245,13054,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","did_late_egg","Late egg (15 to 28 d)",-0.0591933331477046,0.0238676797728214,-0.10597312589697,-0.0124135403984397,0.942524530307029,0.899448819631377,0.98766318976833,0.013135942356483,0.0489410163881907,13054,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","did_active_0_14_day","Active composite (0 to 14 d)",-0.0168321163119229,0.0217509154742051,-0.0594631272721398,0.025798894648294,0.983308752278291,0.942270277026179,1.02613456656898,0.439014867913615,0.597548014660198,13054,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","did_early_pre","Early pre (-14 to -8 d)",-0.00271563803735612,0.178628214066563,-0.352820504230531,0.347389228155819,0.997288045972052,0.702703314329928,1.41536751906052,0.987870436862616,0.999933431101863,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.100827072910675,0.185953855003616,-0.465289931504145,0.263635785682796,0.904089360910472,0.627953015431841,1.30165402892348,0.587670020028686,0.909513868860701,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.0517713554740153,0.147386138669732,-0.340642879087116,0.237100168139085,0.949545950508203,0.711312887560793,1.2675680813522,0.725390753797694,0.925494176465406,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","did_spawn_start","Spawn start (0 to 3 d)",-0.379383766622292,0.167037919890391,-0.706772073659945,-0.0519954595846388,0.684282957311103,0.493233752819491,0.949333177200045,0.0231322498275985,0.0871907878117176,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","did_early_egg","Early egg (4 to 14 d)",-0.265905937495081,0.146704257187816,-0.553440997961901,0.0216291229717394,0.766511224075959,0.574967939022024,1.0218647280295,0.0699042689255222,0.155695871697754,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","did_late_egg","Late egg (15 to 28 d)",-0.0172232404237818,0.139124042526041,-0.289901353158441,0.255454872310877,0.982924231718406,0.748337385057032,1.29104874965666,0.901475430491786,0.920256168627032,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","did_active_0_14_day","Active composite (0 to 14 d)",-0.296166691929004,0.131947282935878,-0.554778614341241,-0.0375547695167659,0.743663454991973,0.574199366631297,0.963141665472632,0.0247948840636332,0.0714676070069428,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","did_early_pre","Early pre (-14 to -8 d)",,,,,,,,,,1816,"failed_insufficient_support"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","did_immediate_pre","Immediate pre (-7 to -1 d)",,,,,,,,,,1816,"failed_insufficient_support"
"post_stage4a_staged_refit_v1_s2_detectability","atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","did_pre_14_day","Pre-onset (-14 to -1 d)",,,,,,,,,,1816,"failed_insufficient_support"
