"analysis_taxon_id","species","outcome","comparison","primary_estimate","primary_standard_error","primary_conf_low","primary_conf_high","primary_ratio","primary_ratio_conf_low","primary_ratio_conf_high","primary_q_value","primary_status","primary_direction","sensitivity_estimate","sensitivity_standard_error","sensitivity_conf_low","sensitivity_conf_high","sensitivity_ratio","sensitivity_ratio_conf_low","sensitivity_ratio_conf_high","sensitivity_q_value","sensitivity_status","sensitivity_direction","sign_agreement","estimate_difference_from_primary","primary_interval_excludes_zero","sensitivity_interval_excludes_zero","confidence_intervals_overlap","bh_threshold_crossing","interpretation_change_class","interpretation_changes_materially","interpretation_rule","model_n","model_event_blocks","model_observer_clusters","model_generalized_locations","retained_checklists","retained_fraction","changed_component"
"atx_aa5353f6d6d2","Iceland Gull","conditional_positive_numeric_count","active_minus_pre14",0.132341263192259,0.0515040632207538,0.0313951542221077,0.233287372162411,1.1414978039896,1.03189318028065,1.26274430475323,0.0275557361574524,"completed","positive",0.656974418454909,0.169687449155274,0.324393129482101,0.989555707427718,1.92894730918055,1.38319097339787,2.69003904244291,0.000276982237534306,"completed","positive",TRUE,0.52463315526265,TRUE,TRUE,FALSE,FALSE,"same_direction__nonoverlapping_intervals__encoding_scales_not_directly_comparable",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",4317,47,1201,846,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_acf526bb8010","Marbled Murrelet","checklist_reporting","active_minus_pre14",-0.0669764033809322,0.103343662464626,-0.269526259842063,0.135573453080199,0.935217269042057,0.763741223535125,1.14519331072124,0.670604342596355,"completed","negative",0.0786852511738761,0.23058569943275,-0.373254415064293,0.530624917412045,1.08186375312997,0.688490048320202,1.69999433280423,0.850993348392021,"completed","positive",FALSE,0.145661654554808,FALSE,FALSE,TRUE,FALSE,"direction_reversal__both_intervals_include_zero",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217200,58,29248,22980,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_b3d3ea90f9cb","Canada Goose","checklist_reporting","active_minus_pre14",-0.00862795454176242,0.027097090974636,-0.0617372769378544,0.0444813678543296,0.991409159442069,0.940129848140965,1.04548549689091,0.857342627397333,"completed","negative",0.0343973410165041,0.0618830788344978,-0.0868912647515644,0.155685946784573,1.03499577130828,0.916776776164177,1.16845918709681,0.823490689073183,"completed","positive",FALSE,0.0430252955582665,FALSE,FALSE,TRUE,FALSE,"direction_reversal__both_intervals_include_zero",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217083,58,29230,22972,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_c12b832d2b03","California Gull","conditional_positive_numeric_count","active_minus_pre14",0.137627265589302,0.0409680571661893,0.0573313490269927,0.217923182151611,1.14754774001871,1.05900665309068,1.24349154160534,0.00276416168841378,"completed","positive",0.747250534190415,0.127461796044457,0.497430004538489,0.99707106384234,2.11118739191628,1.64448950465609,2.7103318027672,2.07653888967369e-08,"completed","positive",TRUE,0.609623268601112,TRUE,TRUE,FALSE,FALSE,"same_direction__nonoverlapping_intervals__encoding_scales_not_directly_comparable",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",6644,55,1913,1050,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_c2d1fbbaf6d3","Red-breasted Merganser","checklist_reporting","active_minus_pre14",-0.00857060762958761,0.0385347408906927,-0.0840973119289283,0.066956096669753,0.991466015326304,0.919341788819264,1.06924853357261,0.919805905749992,"completed","negative",0.00400356894838488,0.0944053778260583,-0.181027571537586,0.189034709434355,1.0040115939365,0.834412352347096,1.20808288362874,0.986301843163567,"completed","positive",FALSE,0.0125741765779725,FALSE,FALSE,TRUE,FALSE,"direction_reversal__both_intervals_include_zero",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217092,58,29240,22974,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_c2d1fbbaf6d3","Red-breasted Merganser","conditional_positive_numeric_count","active_minus_pre14",0.120334268276824,0.0282553152345713,0.064954868045238,0.175713668508409,1.12787380100669,1.06711086249821,1.19209667495949,8.59405255566222e-05,"completed","positive",0.337709907794997,0.0682371060177083,0.203967637591047,0.471452177998947,1.40173381236677,1.22625846813603,1.60231935745075,2.77945140428737e-06,"completed","positive",TRUE,0.217375639518173,TRUE,TRUE,FALSE,FALSE,"same_direction__nonoverlapping_intervals__encoding_scales_not_directly_comparable",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",13364,55,3349,1938,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_c34f23342a55","Pacific Loon","conditional_positive_numeric_count","active_minus_pre14",0.145567611611047,0.0562690273163306,0.0352823446259385,0.255852878596155,1.15669593801429,1.03591215174182,1.29156269744407,0.0275557361574524,"completed_with_convergence_warning","positive",0.75113279940065,0.17690436705576,0.404406611263507,1.09785898753779,2.11939951177942,1.49841309474828,2.99774094758925,6.37368069348284e-05,"completed","positive",TRUE,0.605565187789603,TRUE,TRUE,FALSE,FALSE,"same_direction__nonoverlapping_intervals__encoding_scales_not_directly_comparable",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",6049,50,1728,1053,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_c9db024faf12","American Crow","conditional_positive_numeric_count","active_minus_pre14",0.00802244685238313,0.0124082122270762,-0.0162972022252158,0.032342095929982,1.00805471290565,0.983834878685135,1.03287078576578,0.680704773653228,"completed","positive",-0.0222184484644808,0.025681571484702,-0.0725534036408876,0.028116506711926,0.978026563312951,0.930016079089368,1.02851550640107,0.466623021136217,"completed","negative",FALSE,-0.0302408953168639,FALSE,FALSE,TRUE,FALSE,"direction_reversal__both_intervals_include_zero",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",112180,58,15644,11090,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_d7dd9536145c","Barrow's Goldeneye","conditional_positive_numeric_count","active_minus_pre14",0.0949054344736054,0.0416416658921865,0.01328926906867,0.176521599878541,1.09955487022438,1.01337796386571,1.19306019643662,0.0521208626686396,"completed","positive",-0.0513442547758169,0.0838284121090149,-0.215644923390667,0.112956413839034,0.949951588864683,0.806021450431812,1.11958313355443,0.615241567435317,"completed","negative",FALSE,-0.146249689249422,TRUE,FALSE,TRUE,FALSE,"material_direction_reversal__at_least_one_interval_excludes_zero",TRUE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",10960,55,2474,1522,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_e0e678a61ad7","Short-billed Gull","conditional_positive_numeric_count","active_minus_pre14",0.262176582277994,0.0285699637397326,0.206180482308503,0.318172682247485,1.29975603604821,1.22897499222397,1.37461361210179,1.02282689923671e-18,"completed","positive",0.91253738806053,0.0701349727754254,0.775075367363999,1.04999940875706,2.49063422794234,2.17075572515528,2.85764942849762,4.33469196967548e-37,"completed","positive",TRUE,0.650360805782536,TRUE,TRUE,FALSE,FALSE,"same_direction__nonoverlapping_intervals__encoding_scales_not_directly_comparable",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",22003,57,4526,2458,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_ebf17f77fb66","Western Grebe","conditional_positive_numeric_count","active_minus_pre14",0.111248546375569,0.178424775734405,-0.238457588013501,0.460954680764639,1.1176726658252,0.787842101497147,1.58558699206218,0.680996049081459,"completed","positive",,,,,,,,,"failed_insufficient_support","",,,FALSE,FALSE,,,"not_assessable__failed_or_unsupported_component",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",1346,,,,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_fadb8da1a816","Bonaparte's Gull","checklist_reporting","active_minus_pre14",0.392652922068867,0.0971740197761988,0.202195343074534,0.583110501063199,1.48090431091735,1.2240871016959,1.79160255430778,0.000321095707698144,"completed","positive",1.35959979170701,0.212348651453979,0.943404082691557,1.77579550072245,3.89463432490328,2.56871065585994,5.90497668163287,7.48113051347489e-09,"completed","positive",TRUE,0.966946869638139,TRUE,TRUE,FALSE,FALSE,"same_direction__nonoverlapping_intervals__encoding_scales_not_directly_comparable",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217200,58,29248,22980,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_fadb8da1a816","Bonaparte's Gull","conditional_positive_numeric_count","active_minus_pre14",0.150675829331046,0.148575405750638,-0.140526614928629,0.441878273590721,1.16261970977827,0.868900538899201,1.55562636809657,0.476126592641651,"completed","positive",,,,,,,,,"failed_insufficient_support","",,,FALSE,FALSE,,,"not_assessable__failed_or_unsupported_component",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",4025,,,,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_v2_000006","Black-bellied Plover","conditional_positive_numeric_count","active_minus_pre14",-0.0376714992806947,0.0562199606415391,-0.147860597350371,0.0725175987889813,0.963029244734942,0.862551348504835,1.07521172834797,0.680273720586879,"completed","negative",0.0452328244350288,0.137776395906047,-0.224803949460554,0.315269598330612,1.04627142910755,0.798672783641634,1.37062878038167,0.742680269619604,"completed","positive",FALSE,0.0829043237157235,FALSE,FALSE,TRUE,FALSE,"direction_reversal__both_intervals_include_zero",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",3973,35,1218,485,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_v2_000007","Common Raven","conditional_positive_numeric_count","active_minus_pre14",-0.000525266187925862,0.00919430310065841,-0.0185457691281613,0.0174952367523096,0.999474871740208,0.981625145436527,1.01764917482414,0.954442015622478,"completed","negative",0.0394233837387816,0.0214981495847836,-0.00271221518164894,0.0815589826592122,1.04021079876955,0.997291459550974,1.08497721053781,0.112499232524302,"completed","positive",FALSE,0.0399486499267075,FALSE,FALSE,TRUE,FALSE,"direction_reversal__both_intervals_include_zero",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",60940,57,10295,8121,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_v2_000011","Glaucous Gull","checklist_reporting","active_minus_pre14",,,,,,,,,"failed_numerical_fit_no_fallback","",22.1340485030845,5666.44133670129,-11083.8868919404,11128.1549889466,4099162424.51848,0,Inf,0.996883340070317,"completed","positive",,,FALSE,FALSE,,,"not_assessable__failed_or_unsupported_component",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217200,58,29248,22980,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_v2_000011","Glaucous Gull","conditional_positive_numeric_count","active_minus_pre14",,,,,,,,,"failed_insufficient_support","",,,,,,,,,"failed_insufficient_support","",,,FALSE,FALSE,,,"not_assessable__failed_or_unsupported_component",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",185,,,,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
