"analysis_taxon_id","unit_label","outcome","outcome_label","contrast","window_days","window_role","estimate","standard_error","ratio","ratio_conf_low","ratio_conf_high","p_value","q_value","estimable","adjusted_significant","direction","status"
"atx_99238953638b","Bufflehead","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0105908094964252,0.0307114968329618,1.01064709063143,0.951607500869862,1.07334961196514,0.73020837009301,0.908495510604517,TRUE,FALSE,"positive","completed"
"atx_c12b832d2b03","California Gull","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0767415888186608,0.0496384617622026,0.926129144813786,0.840270692466707,1.02076057223369,0.12210200411913,0.582644212166237,TRUE,FALSE,"negative","completed"
"atx_b3d3ea90f9cb","Canada Goose","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0862528626769797,0.0294667172852661,1.09008193449448,1.02890914454949,1.15489169301875,0.00342107697678008,0.0708059812459365,TRUE,FALSE,"positive","completed"
"atx_82312e6f2848","Common Goldeneye","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0517108150013033,0.0329648860719429,1.05307116609223,0.987183663334394,1.123356192007,0.116726357568897,0.582644212166237,TRUE,FALSE,"positive","completed"
"atx_9ae1aa9b7fdf","Common Loon","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0418945944878706,0.038902526916287,0.958970856059634,0.888569736868841,1.0349498352401,0.281519622666213,0.790863593413995,TRUE,FALSE,"negative","completed"
"atx_35518e24dfdd","Common Merganser","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0205506460649426,0.0312159651033706,1.02076326457666,0.960182871725867,1.08516582933453,0.510321170479526,0.908495510604517,TRUE,FALSE,"positive","completed"
"atx_136b0e66254b","Common Murre","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0184048953763118,0.0920450298101956,1.01857530934149,0.850441163712604,1.21994995664475,0.841515507976572,0.908495510604517,TRUE,FALSE,"positive","completed"
"atx_v2_000007","Common Raven","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.00354985506179183,0.0255660773176775,0.996456438224734,0.947755761157833,1.04765961228925,0.889568520800256,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_a444854c6b66","Double-crested Cormorant","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.00759215479621119,0.0367138276595586,0.992436592812909,0.923531902488467,1.06648226022316,0.836171688411553,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_v2_000003","Dunlin","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0274801948335475,0.0553919097335959,0.972893950689283,0.872802183326757,1.08446410580695,0.619820440564304,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_v2_000011","Glaucous Gull","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",,,,,,,,FALSE,FALSE,,"failed_numerical_fit_no_fallback"
"atx_725074cbfcb6","Glaucous-winged Gull","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0183610990718486,0.0296105860521121,0.981806438946639,0.926448536171802,1.04047213193321,0.535201408719722,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_7b80ddaff058","Great Blue Heron","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.00897569401080171,0.0300908978951349,1.00901609634147,0.951228109782575,1.07031475647718,0.76548487741151,0.908495510604517,TRUE,FALSE,"positive","completed"
"atx_4ae57d328ec6","Greater Scaup","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.00813500997006851,0.053856979832923,1.00816818907343,0.907172435319224,1.12040782753935,0.879937545888837,0.908495510604517,TRUE,FALSE,"positive","completed"
"atx_87b306550dba","Harlequin Duck","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0524481501027031,0.0485793439760101,0.948903520330375,0.862722739528607,1.04369323960021,0.280303006298771,0.790863593413995,TRUE,FALSE,"negative","completed"
"atx_04afbeb21fb0","Hooded Merganser","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0498123005155781,0.0388697781739964,0.951407986530736,0.881618667865896,1.02672185813125,0.200011961086422,0.685755295153446,TRUE,FALSE,"negative","completed"
"atx_6b4cfd1ab927","Horned Grebe","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0597539312548932,0.0398265452119834,1.06157529390322,0.981861849819495,1.14776035430328,0.133522631954763,0.582644212166237,TRUE,FALSE,"positive","completed"
"atx_aa5353f6d6d2","Iceland Gull","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.101103850640318,0.04908970094365,1.10639153526682,1.00490177938418,1.21813121881445,0.0394393250394567,0.47327190047348,TRUE,FALSE,"positive","completed"
"atx_d002764a39e8","Lesser Scaup","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0185708072166986,0.0697773209167728,0.981600567726916,0.856131029121276,1.12545818547281,0.790128398670458,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_40f730f5ad72","Long-tailed Duck","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0270121540887907,0.0648089339692353,0.973349411277275,0.857241733658843,1.10518309974262,0.676827068090857,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_815c98107028","Mallard","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0207468806236829,0.0297623822542416,1.02096359326053,0.963111281556138,1.08229098622877,0.485750223441261,0.908495510604517,TRUE,FALSE,"positive","completed"
"atx_acf526bb8010","Marbled Murrelet","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0227377439837431,0.110847064195039,1.02299821692714,0.82323094041495,1.27124151979589,0.837472773382303,0.908495510604517,TRUE,FALSE,"positive","completed"
"atx_7d980a7c8c37","Northern Pintail","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0685356258906727,0.050141217667175,1.07093877741917,0.970698508409919,1.18153047011352,0.171671685850456,0.671539187446387,TRUE,FALSE,"positive","completed"
"atx_c34f23342a55","Pacific Loon","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0193876367810422,0.0520701071028754,0.980799094740798,0.885641381701817,1.08618102554771,0.709641820615589,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_35707a9578d5","Pelagic Cormorant","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0140194987494861,0.0451876662639086,0.986078316781334,0.902500804672011,1.0773956563725,0.756370424962124,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_8608f2ed61cf","Pigeon Guillemot","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0816347633221672,0.0703133057277225,0.921608502461246,0.802963267487067,1.05778466612427,0.245636026893288,0.786035286058521,TRUE,FALSE,"negative","completed"
"atx_c2d1fbbaf6d3","Red-breasted Merganser","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0120670546113873,0.0394152237732147,0.988005460318496,0.914553351201515,1.06735685603986,0.759488820143123,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_86eda7ed9025","Red-necked Grebe","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0516094583708109,0.0494434010392864,1.05296443575617,0.955712802423752,1.16011222216076,0.296573847530248,0.790863593413995,TRUE,FALSE,"positive","completed"
"atx_04cf65098f13","Red-throated Loon","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.00826765082701697,0.13519369390277,1.00830192223502,0.773594750897124,1.31421880151567,0.951236471497525,0.951236471497525,TRUE,FALSE,"positive","completed"
"atx_6cbe5bbd310c","Rhinoceros Auklet","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0578245719111592,0.149558868879244,0.943815504664882,0.704015737632014,1.26529516206843,0.699027043802814,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_08bb40b40c0a","Ring-billed Gull","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.203427610001102,0.0714750947688625,0.815929267303624,0.709271975567623,0.938625227240713,0.00442537382787103,0.0708059812459365,TRUE,FALSE,"negative","completed"
"atx_e0e678a61ad7","Short-billed Gull","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0290043726651763,0.0351633939073879,0.971412216796946,0.906718393532029,1.04072190624312,0.409459223272063,0.893365578048137,TRUE,FALSE,"negative","completed"
"atx_1930f23cc4f8","Surf Scoter","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0123276898786013,0.0384075142261181,0.987747984806394,0.91612264211589,1.06497322152821,0.748232532883615,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_1812dd827ede","Surfbird","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.261283449367599,0.163906479383107,0.770062614916166,0.558481242914676,1.06180187502219,0.110913460520606,0.582644212166237,TRUE,FALSE,"negative","completed"
"atx_ebf17f77fb66","Western Grebe","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0360104342319957,0.107252336615845,0.96463022825502,0.78174932096237,1.19029393734277,0.737056147580815,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_5a9a3495d0ea","Western Gull","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0506721167200386,0.145793909898833,1.05197791076147,0.790508637434101,1.39993097143396,0.728170726097809,0.908495510604517,TRUE,FALSE,"positive","completed"
"atx_3083477933a8","White-winged Scoter","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.171372017477047,0.0547811463696274,0.842508087431015,0.756735803266287,0.938002238460084,0.00175818905275312,0.0708059812459365,TRUE,FALSE,"negative","completed"
"atx_c9db024faf12","American Crow","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0170331470164271,0.017004886535726,1.01717903821674,0.98383624038284,1.05165184338494,0.316506912172113,0.75248856690457,TRUE,FALSE,"positive","completed"
"atx_7571c026ae99","American Herring Gull","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0691203627321924,0.066403695446666,0.933214349089328,0.819329288520986,1.06292919531573,0.297916676366587,0.75248856690457,TRUE,FALSE,"negative","completed"
"atx_a113baee5693","American Wigeon","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0126879985062338,0.0304574700848474,1.01276883267209,0.954080198150098,1.07506759957995,0.676985025372924,0.837540543260193,TRUE,FALSE,"positive","completed"
"atx_fc0a9b777dcd","Bald Eagle","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0143048651788538,0.0111602588461717,0.985796963279329,0.964468052489815,1.00759755629232,0.199923963589311,0.613100155007221,TRUE,FALSE,"negative","completed"
"atx_d7dd9536145c","Barrow's Goldeneye","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0112339458610921,0.0513880382908367,0.988828919280632,0.894086591366503,1.09361066483648,0.826953759097126,0.895412133448226,TRUE,FALSE,"negative","completed"
"atx_v2_000002","Black Oystercatcher","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0153079612068881,0.0268193427145157,1.01542572820188,0.96342851723876,1.07022928120239,0.568148357829699,0.800568302071415,TRUE,FALSE,"positive","completed"
"atx_1328b44be502","Black Scoter","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.124315365531262,0.0833508142959007,1.1323729260842,0.961703364698859,1.33333051624502,0.135837743588557,0.512513949926954,TRUE,FALSE,"positive","completed"
"atx_15dd5efcd8d6","Black Turnstone","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.00819349353122567,0.0655845560207416,0.991839981648284,0.87219970545771,1.12789140266887,0.900578787423891,0.920591649366644,TRUE,FALSE,"negative","completed"
"atx_v2_000006","Black-bellied Plover","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0786409784561459,0.0657665538413358,1.08181585714165,0.950982994347757,1.23064824052486,0.231790443016991,0.666397523673851,TRUE,FALSE,"positive","completed"
"atx_fadb8da1a816","Bonaparte's Gull","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0437040193485074,0.292119360648416,1.04467310609833,0.589288497229083,1.85196538492908,0.881072205224498,0.920591649366644,TRUE,FALSE,"positive","completed"
"atx_98ca0000b734","Brandt's Cormorant","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0456091331477237,0.092600434196419,1.0466652242518,0.872943553917731,1.25495868174004,0.622339824928433,0.800568302071415,TRUE,FALSE,"positive","completed"
"atx_59441ff7abde","Brant","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0220117725550077,0.0756886862308565,1.02225581896246,0.881319267527783,1.18573029991049,0.771189101281278,0.88686746647347,TRUE,FALSE,"positive","completed"
"atx_99238953638b","Bufflehead","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.016333201597481,0.0172433282622186,0.983799461884584,0.951106244494909,1.01761647219379,0.343527389239043,0.75248856690457,TRUE,FALSE,"negative","completed"
"atx_c12b832d2b03","California Gull","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0323303324763739,0.0646853361592511,1.03285863570967,0.909872684207377,1.17246839022249,0.617209362762345,0.800568302071415,TRUE,FALSE,"positive","completed"
"atx_b3d3ea90f9cb","Canada Goose","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0508293976798446,0.0260611486455315,0.950440804108203,0.903112353864438,1.00024954619261,0.0511296803875828,0.512513949926954,TRUE,FALSE,"negative","completed"
"atx_82312e6f2848","Common Goldeneye","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0381954294770128,0.0248433907761796,1.03893425141735,0.989558176632979,1.09077404871818,0.124183560727444,0.512513949926954,TRUE,FALSE,"positive","completed"
"atx_9ae1aa9b7fdf","Common Loon","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0241249894014399,0.0219473036631891,0.976163692017033,0.935063428394686,1.01907049797494,0.271670641423224,0.735108794439313,TRUE,FALSE,"negative","completed"
"atx_35518e24dfdd","Common Merganser","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.00922581679655325,0.0264151384378386,0.990816610475565,0.940824616407122,1.04346499706112,0.726892262534322,0.857360104527662,TRUE,FALSE,"negative","completed"
"atx_136b0e66254b","Common Murre","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.058804751962922,0.120844694765161,0.942890848773325,0.74404333384834,1.19488087891625,0.626531714664586,0.800568302071415,TRUE,FALSE,"negative","completed"
"atx_v2_000007","Common Raven","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.00779590425050566,0.0119031695398236,1.00782637143367,0.984586149048487,1.03161515723001,0.512504092194026,0.78583960803084,TRUE,FALSE,"positive","completed"
"atx_a444854c6b66","Double-crested Cormorant","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0115266637494601,0.0290854624376677,0.988539513726581,0.933762530947575,1.04652985937133,0.691881318345377,0.837540543260193,TRUE,FALSE,"negative","completed"
"atx_v2_000003","Dunlin","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0648898119450448,0.0835348293489669,0.937170722707423,0.795634739103737,1.10388463491341,0.437277084001627,0.78583960803084,TRUE,FALSE,"negative","completed"
"atx_v2_000011","Glaucous Gull","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",,,,,,,,FALSE,FALSE,,"failed_insufficient_support"
"atx_725074cbfcb6","Glaucous-winged Gull","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0357275354843861,0.0196059638810109,1.03637343303342,0.997304192627821,1.07697320500317,0.0684126688838876,0.512513949926954,TRUE,FALSE,"positive","completed"
"atx_7b80ddaff058","Great Blue Heron","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.00911552662156896,0.0181240585699705,1.00915719956172,0.973938639845533,1.04564929633428,0.614998209503922,0.800568302071415,TRUE,FALSE,"positive","completed"
"atx_4ae57d328ec6","Greater Scaup","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0159616201207924,0.0736920518572848,1.01608968725827,0.879438056655373,1.17397495450573,0.828520913979965,0.895412133448226,TRUE,FALSE,"positive","completed"
"atx_87b306550dba","Harlequin Duck","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0203065431818334,0.027622678023981,0.979898246135914,0.928257601154363,1.03441175336044,0.462254066827859,0.78583960803084,TRUE,FALSE,"negative","completed"
"atx_04afbeb21fb0","Hooded Merganser","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0362492115509241,0.0245239164251909,0.964399923932179,0.919141492891663,1.01188687538668,0.139376532508281,0.512513949926954,TRUE,FALSE,"negative","completed"
"atx_6b4cfd1ab927","Horned Grebe","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0469220334537426,0.0281074744184677,0.954161787389509,0.903019012463162,1.00820104997677,0.0950422510746423,0.512513949926954,TRUE,FALSE,"negative","completed"
"atx_aa5353f6d6d2","Iceland Gull","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.131999813647154,0.0665678159431064,1.14110810661847,1.00153046183231,1.30013789955838,0.047374419429634,0.512513949926954,TRUE,FALSE,"positive","completed"
"atx_d002764a39e8","Lesser Scaup","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0543083947186606,0.0816469536879205,1.05581015822932,0.899679496612242,1.23903578376274,0.505947323500764,0.78583960803084,TRUE,FALSE,"positive","completed"
"atx_40f730f5ad72","Long-tailed Duck","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0342000365520255,0.0686220969144702,1.03479158216626,0.904568900381577,1.18376125695949,0.618214629819008,0.800568302071415,TRUE,FALSE,"positive","completed"
"atx_815c98107028","Mallard","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0285042341035347,0.0200458169751101,1.02891436735526,0.989273102727791,1.07014410119,0.155039540498595,0.512513949926954,TRUE,FALSE,"positive","completed"
"atx_acf526bb8010","Marbled Murrelet","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0660574723271353,0.0933642351649966,1.06828811240558,0.889644738615588,1.28280361988429,0.479240669284064,0.78583960803084,TRUE,FALSE,"positive","completed"
"atx_7d980a7c8c37","Northern Pintail","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.00010581181535757,0.0539874143648173,0.999894193782515,0.899497324893415,1.11149680059188,0.998436199237057,0.998436199237057,TRUE,FALSE,"negative","completed"
"atx_c34f23342a55","Pacific Loon","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0613733277295263,0.0640977074031035,0.940472069926818,0.82944164143613,1.066365215015,0.338316733919526,0.75248856690457,TRUE,FALSE,"negative","completed"
"atx_35707a9578d5","Pelagic Cormorant","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0248318570723984,0.0301718577121566,1.02514273553141,0.966277810708576,1.08759366774881,0.410500111836812,0.78583960803084,TRUE,FALSE,"positive","completed"
"atx_8608f2ed61cf","Pigeon Guillemot","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0404687550957382,0.0530556947166734,0.960339169748073,0.865492988137487,1.06557919427756,0.445606614635456,0.78583960803084,TRUE,FALSE,"negative","completed"
"atx_c2d1fbbaf6d3","Red-breasted Merganser","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.046620150810928,0.032766179380246,0.95444987575381,0.895081339864045,1.01775618008619,0.154790329048711,0.512513949926954,TRUE,FALSE,"negative","completed"
"atx_86eda7ed9025","Red-necked Grebe","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0284565339251356,0.0389109150842184,1.02886528912691,0.953317322797787,1.11040023909724,0.464580523291175,0.78583960803084,TRUE,FALSE,"positive","completed"
"atx_04cf65098f13","Red-throated Loon","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0220732937818342,0.107301796080663,1.02231871132916,0.828420534176401,1.26160024337491,0.837015689962472,0.895412133448226,TRUE,FALSE,"positive","completed"
"atx_6cbe5bbd310c","Rhinoceros Auklet","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",,,,,,,,FALSE,FALSE,,"failed_insufficient_support"
"atx_08bb40b40c0a","Ring-billed Gull","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.214893335926779,0.0862351999247303,0.806627473760823,0.681191899364048,0.955160920194739,0.0127045871983398,0.512513949926954,TRUE,FALSE,"negative","completed"
"atx_e0e678a61ad7","Short-billed Gull","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.0605552832261956,0.0380930490134776,1.06242633030198,0.985993298652044,1.14478435995665,0.111909765846831,0.512513949926954,TRUE,FALSE,"positive","completed"
"atx_1930f23cc4f8","Surf Scoter","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0617218764321745,0.0435055199557878,0.94014432672752,0.863301636012419,1.02382680422168,0.155982506499508,0.512513949926954,TRUE,FALSE,"negative","completed"
"atx_1812dd827ede","Surfbird","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",,,,,,,,FALSE,FALSE,,"failed_insufficient_support"
"atx_ebf17f77fb66","Western Grebe","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.277290028340659,0.177544912872926,0.757834671701922,0.535116037430784,1.0732501914743,0.118334602913582,0.512513949926954,TRUE,FALSE,"negative","completed"
"atx_5a9a3495d0ea","Western Gull","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",-0.0422400662984478,0.0574467026953155,0.958639615882067,0.856557752835155,1.07288727478879,0.462162046251672,0.78583960803084,TRUE,FALSE,"negative","completed_with_singular_warning"
"atx_3083477933a8","White-winged Scoter","positive_numeric_count_given_detection","reported number","did_early_pre","-14 to -8","pre_onset",0.112794751997292,0.0640171025314827,1.11940215431219,0.987403544573255,1.26904667292878,0.0780782255625595,0.512513949926954,TRUE,FALSE,"positive","completed"
"atx_c9db024faf12","American Crow","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",-0.0254226356802604,0.0160690094117074,0.974897798353304,0.944672175983624,1.00609051626243,0.113628790641301,0.3390915543495,TRUE,FALSE,"negative","completed"
"atx_7571c026ae99","American Herring Gull","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",-0.082717673643012,0.0567917083514309,0.920611023289875,0.82363535559763,1.02900470510748,0.145251772309546,0.39303420742583,TRUE,FALSE,"negative","completed"
"atx_a113baee5693","American Wigeon","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",0.0864067827216895,0.0295718911474129,1.09024973286801,1.02885541946798,1.1553075947575,0.00347877765788866,0.0533412574209594,TRUE,FALSE,"positive","completed"
"atx_fc0a9b777dcd","Bald Eagle","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",0.0218145619243626,0.0108331370061757,1.02205423912522,1.0005821729496,1.04398708667224,0.0440422625521916,0.253243009675101,TRUE,FALSE,"positive","completed"
"atx_d7dd9536145c","Barrow's Goldeneye","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",0.0213502665031794,0.0484649020370104,1.02157981416698,0.929006822754037,1.12337745122218,0.659552942362247,0.878445707035776,TRUE,FALSE,"positive","completed"
"atx_v2_000002","Black Oystercatcher","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",0.0440810522973369,0.0261863902454094,1.04506705654157,0.992782840218776,1.10010478467555,0.0923059358547806,0.329448886360908,TRUE,FALSE,"positive","completed"
"atx_1328b44be502","Black Scoter","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",0.0756712936044093,0.083020409928305,1.07860797054199,0.916635186263975,1.26920193720522,0.362043468097352,0.724086936194704,TRUE,FALSE,"positive","completed"
"atx_15dd5efcd8d6","Black Turnstone","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",0.0568105423295877,0.0731112663131848,1.0584552589305,0.917149391666902,1.22153222292549,0.437133848227825,0.773390654556922,TRUE,FALSE,"positive","completed"
"atx_v2_000006","Black-bellied Plover","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",0.0681581880447544,0.0616115273813122,1.07053464086692,0.948761160797442,1.20793774518848,0.268615265478969,0.561650100546934,TRUE,FALSE,"positive","completed"
"atx_fadb8da1a816","Bonaparte's Gull","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",0.44142208803741,0.258086539075358,1.55491687566349,0.937612776494574,2.57864072550542,0.0871984672297892,0.329448886360908,TRUE,FALSE,"positive","completed"
"atx_98ca0000b734","Brandt's Cormorant","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",0.0348462279784805,0.0847850000017449,1.03546047170689,0.876928937951808,1.22265139404761,0.681076054833305,0.878445707035776,TRUE,FALSE,"positive","completed"
"atx_59441ff7abde","Brant","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",-0.0575714395864479,0.0683928453978119,0.944054445118176,0.825621408819089,1.0794763626856,0.399913481178507,0.735840805368453,TRUE,FALSE,"negative","completed"
"atx_99238953638b","Bufflehead","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",-0.0221918974923451,0.017098983507359,0.978052531213716,0.945817837420262,1.01138582501538,0.194339251190597,0.470505555514077,TRUE,FALSE,"negative","completed"
"atx_c12b832d2b03","California Gull","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",0.0959862018988976,0.0573216763301802,1.10074387571391,0.983770914755986,1.2316252307807,0.0940287607294278,0.329448886360908,TRUE,FALSE,"positive","completed"
"atx_b3d3ea90f9cb","Canada Goose","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",-0.0167030337734949,0.0246236436104382,0.983435688460539,0.937100740716234,1.03206166777614,0.497560483563337,0.777703045015219,TRUE,FALSE,"negative","completed"
"atx_82312e6f2848","Common Goldeneye","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",0.00877402820479881,0.0241521869156082,1.00881263281364,0.962170712443207,1.05771555396877,0.716395059582208,0.89065331731842,TRUE,FALSE,"positive","completed"
"atx_9ae1aa9b7fdf","Common Loon","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",-0.0368489703095878,0.0235688892438153,0.963821690048697,0.920311440094237,1.00938900652284,0.117944888469391,0.3390915543495,TRUE,FALSE,"negative","completed"
"atx_35518e24dfdd","Common Merganser","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",0.00592844080079254,0.0259011696769188,1.00594604878472,0.956153399644913,1.05833170016589,0.818956751569451,0.941800264304869,TRUE,FALSE,"positive","completed"
"atx_136b0e66254b","Common Murre","positive_numeric_count_given_detection","reported number","did_immediate_pre","-7 to -1","pre_onset",0.191224728376833,0.160773929962518,1.2107315072373,0.883480212666208,1.65920046833118,0.234281772218061,0.526932966885358,TRUE,FALSE,"positive","completed"
